tic,age,prad,Mp,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2
50658069,10.535881983363812,10.157467858214572,5.641102597669234,28.8379032378226,3.217220711351167e+18,82.49706823,-1.643833357,2.76648,14.5009,17.716,0.0,16.396,1.133,12.865,0.023,12.156,0.023,11.932,0.026,15.584,0.00478,16.8438,0.023031,14.4626,0.012203,11.851,0.023,11.756,0.022,11.214,0.178,8.288,,OSFC,10.0,roquette25,3732.0,0.978774,0.56,[3],1,,,,,,,,,0,,0,,0
220242142,275.4228703338164,23.9988746334209,1.234488485524877,9.834613263848432,3.327789799665333e+18,99.6350602143117,10.883523218017,0.256585,16.5998,18.451,0.097,17.5487,0.0481,15.539,0.073,15.107,0.1,14.935,0.136,17.2486,0.001538,17.7613,0.031521,16.5039,0.007358,,,,,,,,,NGC_2259,275.4228703338164,Cantat-Gaudin2020,6426.0,1.40055,1.3,[11],1,,,,,,,,,0,,0,,0
361781019,42.65795188015926,6.356982811686688,2.768831101465343,9.146809303601446,1.8274352307412485e+18,296.528293496726,21.5392952216519,1.05738,15.7813,19.016,0.169,16.838,1.133,14.412,0.036,13.668,0.036,13.507,0.037,16.7426,0.001986,17.6893,0.011208,15.7555,0.006232,,,,,,,,,Theia205,42.65795188015926,Kounkel2020,4433.0,1.13298,0.69,[15],1,,,,,,,,,0,,0,,0
42169241,588.8436553555885,1.9901405949748432,2.948807716454086,52.5696221875221,3.117427352389569e+18,95.9220077627105,-2.34863514685027,0.500428,14.4161,15.956,0.079,15.299,0.16,13.647,0.024,13.287,0.027,13.241,0.035,14.9391,0.000493,15.3572,0.003492,14.3533,0.00243,13.172,0.025,13.154,0.03,12.129,0.375,8.409,,Theia5335,588.8436553555885,Kounkel2020,5970.0,1.97232,1.1,[4],1,,,,,,,,,0,,0,,0
36302351,134.8962882591656,2.4690841702161106,18.299122373740214,59.16741934263192,4.203596818937829e+18,284.467284113395,-9.01002178002976,0.615174,15.5439,14.93,0.065,16.4424,0.046,14.603,0.054,14.014,0.05,13.988,0.07,16.1658,0.001177,16.6122,0.006154,15.4089,0.0047,,,,,,,,,Theia2753,134.8962882591656,Kounkel2020,5435.0,1.1738,0.95,[8],1,,,,,,,,,0,,0,,0
427397312,13.568523515239374,2.372696580409146,2.7160521654249257,9.72743323620364,3.2156449007333187e+18,83.938836,-4.392244,2.34639,16.5067,,,,,14.561,0.027,14.022,0.045,13.71,0.032,17.9501,0.002109,19.5519,0.083195,16.5971,0.005613,13.566,0.027,13.301,0.03,11.778,,8.817,,OSFC,10.0,roquette25,3204.0,0.511537,0.509342,[2],1,,,,,,,,,0,,0,,0
34512384,7.816222094922295,9.151624456975044,11.592702054461794,2.767539119659798,3.016814857261248e+18,82.950235,-6.517388,2.65447,14.1809,18.11,0.162,15.947,0.297,12.709,0.024,12.004,0.025,11.772,0.019,15.169,0.001238,16.2746,0.007666,14.1175,0.002887,11.678,0.023,11.633,0.022,11.816,0.367,8.782,,OSFC,10.0,roquette25,3804.0,1.02935,0.58,[2],1,,,,,,,,,0,,0,,0
386385787,524.8074602497734,13.976393155878624,1.9455055946551087,33.62159144964065,1.8278914593422487e+18,296.72176851041,23.1049608126661,1.45526,13.164,15.042,-0.02,14.067,0.08,12.234,0.029,11.861,0.032,11.758,0.022,13.8113,0.000341,14.3551,0.001285,13.1046,0.000782,,,,,,,,,Theia5049,524.8074602497734,Kounkel2020,5845.0,1.50781,1.05,[15],1,,,,,,,,,0,,0,,0
427399852,10.637011917839612,3.164911968625051,36.0511201441037,13.345043449480109,3.2175819696409974e+18,83.91247559,-1.320934057,2.94117,14.4338,20.188,0.179,,,12.548,0.023,11.891,0.03,11.636,0.022,15.6549,0.001236,17.2902,0.009208,14.3855,0.004097,11.514,0.023,11.323,0.021,11.85,0.306,8.888,,OSFC,10.0,roquette25,3343.0,1.21375,0.36,[3],1,,,,,,,,,0,,0,,0
400994696,83.17637711026708,3.135784197505685,2.29576834958844,16.176748811795914,4.320326608344677e+18,289.110386130642,14.5944953402733,0.362428,14.8995,18.082,0.176,16.177,0.104,13.722,0.059,13.449,0.085,13.283,0.076,15.6563,0.000581,16.3148,0.003561,14.8356,0.001375,12.458,0.054,12.626,0.079,10.772,0.146,8.686,,Theia2280,83.17637711026708,Kounkel2020,6826.0,2.91264,1.47,[9],1,,,,,,,,,0,,0,,0
368539893,7.585775750291836,29.20807806541303,46.74826861128863,14.438230483345263,2.018026702278052e+18,291.834209223772,21.134025525578,1.96818,15.4736,20.856,0.163,,,13.778,0.026,12.975,0.026,12.779,0.028,16.8716,0.001034,18.4489,0.014941,15.6324,0.003593,12.613,0.03,12.591,0.029,12.094,0.422,8.832,0.453,Theia38,7.585775750291836,Kounkel2020,4316.0,1.34957,0.67,[7],1,,,,,,,,,0,,0,,0
358583571,338.8441561392021,0.962860491199987,0.8014880924039801,3.856079255793321,2.0190647786887665e+18,290.987489846643,21.9517471205122,1.69137,15.63,,,16.756,0.24,14.339,0.045,13.655,0.042,13.534,0.05,16.5839,0.000732,17.4994,0.005594,15.6358,0.00228,,,,,,,,,Theia738,338.8441561392021,Kounkel2020,3899.0,0.666722,0.639516,[7],1,,,,,,,,,0,,0,,0
146302082,489.7788193684456,4.149883382709322,12.749614983311549,89.3162238784735,4.252301640646087e+18,282.002176351323,-7.13923930661807,0.628822,13.854,16.322,0.113,14.722,0.103,12.991,0.039,12.71,0.051,12.635,0.058,14.4365,0.000363,14.9133,0.002258,13.791,0.001371,12.569,0.092,12.74,0.106,11.662,,7.687,,Theia4890,489.7788193684456,Kounkel2020,5713.0,2.2864,1.02,[8],1,,,,,,,,,0,,0,,0
61679340,776.2471166286928,2.871932111392228,3.167946186214195,26.12406408268613,3.0484456077753395e+18,109.309372996579,-9.22661931986231,0.297681,16.6702,17.629,0.069,17.6569,0.0463,15.428,0.058,15.452,0.11,14.93,0.142,17.34,0.001349,17.9051,0.012261,16.6101,0.005068,14.997,0.06,15.291,0.14,12.504,,8.111,,Theia5862,776.2471166286928,Kounkel2020,5885.0,1.33206,1.07,[5],1,,,,,,,,,0,,0,,0
6956869,234.4228815319917,3.974186412666842,8.524180580669519,14.507748179745592,4.25286871806501e+18,279.486190472103,-7.08999765016299,5.42627,10.576,11.914,0.241,11.193,0.017,9.926,0.025,9.634,0.023,9.576,0.025,11.0277,0.000539,11.3884,0.001837,10.5262,0.001383,,,,,,,,,Theia431,234.4228815319917,Kounkel2020,5862.0,1.0174,1.06,[8],1,,,,,,,,,0,,0,,0
119375487,25.703957827688647,2.171524864005764,21.606380881671665,78.32798460795672,3.099801764383609e+18,100.573150617486,-7.17714809388802,1.15159,16.5686,19.951,0.166,18.6605,0.0565,15.079,0.043,14.359,0.036,14.095,0.056,17.6582,0.003835,18.893,0.0368,16.5283,0.014702,13.854,0.026,13.962,0.039,12.333,,8.469,,UPK_436,25.703957827688647,Cantat-Gaudin2020,3790.0,0.923296,0.58,[13],1,,,,,,,,,0,,0,,0
397409045,93.32543007969906,1.284825055832408,2.2889383366389624,3.683466729914071,4.5132802131233536e+18,288.17562251615,16.4715570048931,1.24377,14.4639,16.776,0.035,15.523,0.137,13.364,0.025,12.953,0.027,12.823,0.032,15.2168,0.000702,15.8842,0.003274,14.4243,0.002323,12.669,0.03,12.731,0.037,12.623,,8.779,,Theia268,93.32543007969906,Kounkel2020,5894.0,1.12083,1.07,[9],1,,,,,,,,,0,,0,,0
156352383,758.5775750291851,1.0565967978593096,1.1104904661229185,10.085027241804912,3.335318392002301e+18,86.6693046281197,8.7402927537407,1.51442,16.0831,19.194,0.171,17.7707,0.0469,14.751,0.043,13.965,0.035,13.831,0.055,17.0715,0.001209,18.0606,0.013471,16.0965,0.004061,13.791,0.027,13.84,0.041,12.582,,8.695,,Theia5797,758.5775750291851,Kounkel2020,3803.0,0.656194,0.631749,[12],1,,,,,,,,,0,,0,,0
145813353,87.09635899560814,2.122181281972235,5.058465763809298,59.95892497947946,4.25186860926488e+18,281.862127550772,-7.71183346201691,1.05849,13.7214,13.22,0.095,14.62,0.16,12.962,0.041,12.668,0.046,12.58,0.048,14.2269,0.00037,14.6251,0.001284,13.6544,0.001213,,,,,,,,,Theia2323,87.09635899560814,Kounkel2020,6248.0,1.26945,1.21,[8],1,,,,,,,,,0,,0,,0
401261627,489.7788193684456,1.5408882349633617,4.715830619345127,34.723262749769354,4.320769569731494e+18,289.391251893616,15.3793395328444,0.294032,15.4975,18.236,0.076,16.741,0.229,14.188,0.049,13.836,0.055,13.702,0.059,16.3698,0.000783,17.1611,0.007693,15.4521,0.002267,,,,,,,,,Theia4910,489.7788193684456,Kounkel2020,6847.0,3.12666,1.48,[9],1,,,,,,,,,0,,0,,0
123583692,128.82495516931323,2.262687039922228,2.56628469637632,62.94306348428726,3.050278287500808e+18,103.093833692206,-9.68830275130286,1.19865,12.9117,14.174,0.076,13.494,0.08,12.29,0.024,11.982,0.023,11.899,0.023,13.3561,0.00024,13.7031,0.001285,12.8518,0.000812,11.87,0.023,11.91,0.024,11.602,0.223,8.465,,Theia267,128.82495516931323,Kounkel2020,6407.0,1.48725,1.29,[13],1,,,,,,,,,0,,0,,0
50743387,14.337223601032392,0.9895579893693398,0.8812906381864175,22.52115478584047,3.220769964949525e+18,82.9502633,-0.21061805,2.72894,15.5499,,,,,13.776,0.029,13.141,0.026,12.915,0.029,16.9155,0.001477,18.4807,0.021146,15.6326,0.007524,12.794,0.024,12.588,0.025,11.78,,8.255,,OSFC,10.0,roquette25,3256.0,0.590937,0.580631,[3],1,,,,,,,,,0,,0,,0
19851065,199.52623149688827,4.422708418413461,2.099739964023406,14.137154801478246,4.154249461418508e+18,276.069583103619,-10.6030475769483,0.680273,13.2089,15.27,0.052,14.42,0.16,12.062,0.034,11.731,0.051,11.586,0.051,13.9175,0.000447,14.5367,0.001192,13.1563,0.0011,10.649,0.025,10.918,0.026,10.16,0.214,8.635,,Theia3300,199.52623149688827,Kounkel2020,6686.0,3.27813,1.42,[14],1,,,,,,,,,0,,0,,0
432881001,100.0,3.820314270739321,2.9947882885505845,78.37301897157718,4.153063436290532e+18,277.96710326983,-12.1799483319026,0.633758,14.0518,15.866,0.108,14.913,0.172,12.866,,12.849,0.082,12.641,0.078,14.5949,0.000322,15.017,0.004515,13.964,0.00651,,,,,,,,,Theia2453,100.0,Kounkel2020,6725.0,1.87259,1.43,"[1, 14]",2,,,,,,,,,0,,0,,0
118120639,38.904514499428046,2.881038439120163,11.664140772667992,15.649194964434386,4.094740357391764e+18,273.417974309814,-19.2382252760129,0.470693,15.3697,16.324,-0.086,16.255,0.15,14.533,0.021,14.181,0.035,14.217,,15.9649,0.000861,16.4431,0.012104,15.296,0.002885,,,,,,,,,Theia1908,38.904514499428046,Kounkel2020,5924.0,1.50543,1.08,[6],1,15.649194964434386,2.881038439120163,0.00030648777132059597,0.03822258479935017,0.038688211966269856,127.50296705961276,2.875547279094586,0.7474017694565921,0,0.215831641117657,0,,0
443312120,22.387211385683376,29.142451398932323,4.2327255321069766,27.78861345492272,3.0080381431319107e+18,96.619223431608,-5.9922410961171,2.99598,11.6504,12.771,0.037,12.204,0.069,11.062,0.024,10.818,0.022,10.747,0.024,12.058,0.001431,12.3682,0.005027,11.5931,0.004422,10.676,0.023,10.712,0.021,10.792,0.093,8.946,,Theia55,22.387211385683376,Kounkel2020,6086.0,1.03581,1.141,[4],1,,,,,,,,,0,,0,,0
427396448,7.93664673482896,4.637045273000723,4.3102543389833246,17.247122002276786,3.0173661592734177e+18,83.90662499999999,-5.328972222,,15.8347,,,18.222,0.0517,14.079,0.021,13.453,0.03,13.164,0.018,17.4948,0.005939,17.8557,0.030745,15.8513,0.011891,,,,,,,,,OSFC,10.0,roquette25,3767.0,0.600563,0.588548,[2],1,17.247122002276786,4.637045273000723,0.004988864470795218,0.05003293770998651,0.05547356256175509,98.03193975708118,2.6091309607515716,0.09242852822818681,0,2.1474954753129905,0,,0
356420523,173.78008287493762,1.8216598434495823,9.639332076341116,13.91930153267823,4.513877488455969e+18,286.289382048114,16.5351337643538,0.731774,13.0086,15.067,0.066,13.909,0.092,12.062,0.021,11.704,0.019,11.595,0.02,13.6474,0.000232,14.1892,0.001248,12.9555,0.001339,11.416,0.023,11.435,0.023,11.769,0.261,8.769,,Theia952,173.78008287493762,Kounkel2020,5958.0,3.09811,1.09,[9],1,,,,,,,,,0,,0,,0
123455327,112.20184543019651,3.0940337904184103,5.415547925199562,5.1606643707733415,3.099093373957583e+18,102.797895055664,-7.8852713555964,0.73468,16.1757,18.056,0.118,17.2937,0.0462,15.115,0.046,14.48,0.055,14.313,0.086,16.9104,0.000851,17.5639,0.009769,16.1305,0.003663,14.451,0.032,14.633,0.063,12.342,,8.598,,Theia2563,112.20184543019651,Kounkel2020,5174.0,0.893987,0.88,[13],1,,,,,,,,,0,,0,,0
433175663,109.64781961431828,1.0222402280118692,0.9876399404051628,7.369123903898947,4.1048938275632287e+18,278.495708218964,-13.0968257048805,0.479069,14.9391,17.248,-0.17,16.115,0.423,13.844,0.03,13.487,0.038,13.328,0.034,15.672,0.000661,16.3025,0.004398,14.8822,0.00347,,,,,,,,,Theia2555,109.64781961431828,Kounkel2020,5845.0,2.21472,1.05,"[1, 14]",2,,,,,,,,,0,,0,,0
1761055140,117.48975549395304,50.504728117844806,2.9036346872581973,50.71792236534812,4.25141165909551e+18,281.332379670003,-9.32013575646605,0.622303,14.7068,,,15.6248,0.046,,,,,,,15.3399,0.000761,15.8619,0.006326,14.6393,0.002417,,,,,,,,,Theia2611,117.48975549395304,Kounkel2020,6031.0,1.64394,1.12,[8],1,,,,,,,,,0,,0,,0
427393730,5.07306127318568,2.1129319858713336,18.9772685515378,73.01248468367326,3.2095285280052475e+18,83.81504166666666,-5.158805556,,15.9674,,,18.8094,0.0528,13.92,0.026,13.338,0.035,13.056,0.033,17.6049,0.00299,18.6283,0.028284,16.0303,0.004577,12.088,0.049,14.245,0.088,8.268,0.238,4.485,0.14,OSFC,10.0,roquette25,3380.0,0.585225,0.575863,[2],1,,,,,,,,,0,,0,,0
177132769,30.90295432513592,1.1893898381227916,1.7097033953083114,8.148585376885706,3.051264480709074e+18,106.480120611474,-9.13161817418477,0.274137,15.7644,17.315,0.117,16.9085,0.046,14.613,0.041,14.099,0.049,13.935,0.07,16.5144,0.00128,17.1724,0.005224,15.7177,0.004022,13.999,0.029,14.066,0.049,12.252,,9.039,,UBC_218,30.90295432513592,Cantat-Gaudin2020,5746.0,2.53622,1.03,[5],1,8.148585376885706,1.1893898381227916,1.8403938772594237e-05,0.06477689754598553,0.0707538992666682,275.8545724836765,5.522430939687654,0.04666670506858861,0,0.015034548979561154,0,,0
391271858,114.8153621496884,8.200860323664372,3.973673279557216,69.85113568134264,1.828253164311958e+18,297.191737164926,23.1392957463768,1.07336,15.7361,19.021,0.167,17.3262,0.0462,14.38,0.029,13.725,0.038,13.59,0.038,16.6734,0.000971,17.6084,0.007569,15.713,0.003469,12.752,0.03,12.821,0.026,11.048,0.383,7.723,,Theia408,114.8153621496884,Kounkel2020,4364.0,1.11016,0.68,[15],1,,,,,,,,,0,,0,,0
427400269,8.333755651096237,28.49487814644088,3.5336855734536283,73.60768682951723,3.217658832375443e+18,83.96531218,-0.859196268,2.36794,14.6669,17.791,0.273,16.567,1.133,13.101,0.024,12.342,0.032,12.191,0.024,15.6861,0.004384,16.8112,0.015421,14.6239,0.009978,12.095,0.023,12.025,0.022,11.615,,8.77,,OSFC,10.0,roquette25,3883.0,0.957317,0.6,[3],1,,,,,,,,,0,,0,,0
264483805,5.796493653630932,1.777242917677015,8.647247761610393,15.125582902004917,3.222309216804324e+18,81.38087732,2.010296863,2.6499,15.019,19.566,0.163,17.5604,0.048,13.344,0.029,12.676,0.027,12.51,0.03,16.2883,0.001433,17.7598,0.01455,15.0882,0.003736,12.393,0.026,12.23,0.024,12.155,0.423,8.859,,OSFC,10.0,roquette25,3343.0,0.678436,0.648043,"[3, 10]",2,,,,,,,,,0,,0,,0
220155278,4265.795188015934,1.7542626320750458,2.888828218029969,62.37124670216474,3.326786731526028e+18,99.1935306295691,9.54224308193427,0.270702,16.765,19.161,0.079,17.8676,0.0466,15.588,0.05,15.25,0.075,14.844,0.114,17.4943,0.001558,18.1161,0.015662,16.7026,0.003776,,,,,,,,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,5754.0,1.46599,1.03,[11],1,,,,,,,,,0,,0,,0
164354441,117.48975549395304,1.9191098808817568,12.169465764611422,13.27788884314842,4.107278496480127e+18,281.164359855103,-9.80252278679367,0.544522,15.2835,17.183,0.131,16.4185,0.0464,14.081,0.074,13.627,0.041,13.481,0.052,16.028,0.000787,16.6441,0.013314,15.1965,0.005388,,,,,,,,,Theia2611,117.48975549395304,Kounkel2020,5383.0,1.78243,0.93,[8],1,,,,,,,,,0,,0,,0
201369314,9.41522475539301,2.5212983644580134,45.136426420421714,25.53213823888497,3.0167631802149806e+18,83.26395833333333,-6.625777778,2.9105,14.6897,,,,,12.851,0.026,12.273,0.027,11.984,0.025,15.8733,0.001305,17.4372,0.010844,14.6369,0.002636,11.884,0.023,11.696,0.022,11.513,0.202,8.822,,OSFC,10.0,roquette25,3385.0,1.02039,0.39,[2],1,,,,,,,,,0,,0,,0
1631258084,87.09635899560814,2.1373395265081805,9.408424888452226,81.4535566402754,4.090706008761856e+18,273.550503330546,-22.1725853969127,1.16789,15.2361,,,16.3567,0.0461,,,,,,,15.9692,0.000714,16.5621,0.005653,15.1203,0.0079,,,,,,,,,Theia2327,87.09635899560814,Kounkel2020,4887.0,0.900707,0.8,[6],1,,,,,,,,,0,,0,,0
162193446,45.70881896148752,1.7694168645893134,8.48197097246285,7.31839290976235,4.252801849720677e+18,280.479800793634,-6.73781951393733,0.694136,16.0565,18.571,0.123,17.3655,0.0465,14.939,0.067,15.056,,14.908,,16.8808,0.001109,17.5681,0.011061,15.9456,0.008049,,,,,,,,,Theia1953,45.70881896148752,Kounkel2020,4892.0,1.17994,0.8,[8],1,7.31839290976235,1.7694168645893134,0.00018818138257012135,0.05597794446983904,0.06523791377258722,103.2968426130311,6.148890959376119,0.7357004962844422,0,0.11163735797008646,0,,0
204330329,9.332543007969903,1.6237074591072251,5.866127886819885,18.896421183970688,4.1040315399505454e+18,276.976799572747,-14.7650089268298,0.48551,15.1751,17.038,0.12,16.125,1.133,14.202,0.05,13.927,0.08,13.843,0.096,15.8187,0.00072,16.351,0.005238,15.1059,0.004128,,,,,,,,,Theia1678,9.332543007969903,Kounkel2020,6278.0,1.68405,1.23,[14],1,,,,,,,,,0,,0,,0
427454415,2.0,4.310297176214929,13.460580830536289,69.49456964703921,3.0173560574974925e+18,84.0434687385831,-5.36255599651195,,17.6317,,,20.3855,0.0735,15.404,0.044,14.607,0.062,14.241,0.048,19.7306,0.007492,19.5375,0.080167,17.639,0.030051,,,,,,,,,Orion A,2.0,McBride+2019,3864.0,0.356601,0.341832,[2],1,,,,,,,,,0,,0,,0
220155042,758.5775750291851,2.552580318266945,16.725116396387786,29.979341276278305,3.326787109483055e+18,99.0785838213235,9.50896876333825,0.317209,15.715,17.348,0.072,16.568,1.133,14.453,0.036,13.954,0.037,13.731,0.055,16.5247,0.000897,17.196,0.006235,15.6221,0.012802,13.598,0.034,13.683,0.052,11.116,,8.66,,Theia5805,758.5775750291851,Kounkel2020,5646.0,2.53032,1.0,[11],1,,,,,,,,,0,,0,,0
106671942,154.88166189124794,4.928495241069849,21.75245147276526,20.70084607161596,4.11936676783054e+18,269.451380745606,-19.124403475272,1.33935,16.0638,19.068,0.175,17.6276,0.0523,14.807,0.069,14.043,0.101,13.874,0.082,17.0184,0.004302,17.8951,0.033535,16.0667,0.01964,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,3936.0,0.70067,0.663965,[6],1,,,,,,,,,0,,0,,0
125345024,114.8153621496884,4.573445420774733,4.112921309726298,2.947675432675688,3.0515634447927347e+18,105.589401793249,-8.37840470173231,0.940054,14.0093,15.479,0.068,14.568,0.114,13.276,0.03,12.92,0.033,12.904,0.033,14.531,0.000628,14.9508,0.002628,13.9451,0.001846,12.773,0.024,12.796,0.028,12.642,,8.955,,Theia294,114.8153621496884,Kounkel2020,6466.0,1.27013,1.32,[5],1,,,,,,,,,0,,0,,0
358585401,338.8441561392021,2.7940843040277867,21.324548576450667,11.822926901767396,2.019084333707354e+18,290.873325090726,22.1578547898406,1.63868,11.4021,12.264,0.256,11.548,0.018,10.69,0.023,10.42,0.026,10.337,0.04,11.862,0.000225,12.2271,0.001233,11.3363,0.000702,,,,,,,,,Theia738,338.8441561392021,Kounkel2020,6865.0,2.22937,1.49,[7],1,11.822926901767396,2.7940843040277867,0.00013144706224289956,0.005954861078649613,0.00472303873951605,242.47369651907835,3.8061641058842204,0.1500184100999461,0,1.0791342339178178,0,,0
163736949,323.5936569296281,4.530190727781706,4.195679359255684,61.34621852624987,4.253215614110564e+18,280.934205929587,-6.29672685657395,0.32242,15.4132,16.136,0.127,16.053,0.15,14.482,0.068,14.39,,14.564,,16.0603,0.000839,16.5751,0.005579,15.3249,0.003753,,,,,,,,,Theia4091,323.5936569296281,Kounkel2020,5944.0,2.25307,1.09,[8],1,,,,,,,,,0,,0,,0
156503759,371.5352290971728,2.7786228459165976,3.771981881208194,43.65897375812983,3.334918070986005e+18,87.2424525633134,7.28490408436163,0.337006,15.4724,17.736,0.067,16.565,0.927,14.319,0.028,13.907,0.032,13.627,0.052,16.2358,0.000765,16.91,0.008632,15.4258,0.003174,13.579,0.027,13.524,0.036,12.178,,8.721,,Theia4366,371.5352290971728,Kounkel2020,6387.0,2.30023,1.28,[12],1,,,,,,,,,0,,0,,0
220154121,4265.795188015934,2.612751092049535,23.75144097793603,7.033545974136879,3.3267809247297603e+18,99.1702412343956,9.39508998583922,0.120359,17.013,19.249,0.086,18.2107,0.0469,15.751,0.06,15.237,0.079,15.592,0.225,17.7892,0.001667,18.4361,0.016245,16.9287,0.007759,,,,,,,,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,6171.0,1.82382,1.18,[11],1,,,,,,,,,0,,0,,0
372692921,109.64781961431828,6.38624945187706,1.517799640147798,89.74165441373837,1.825504625769981e+18,293.242310090362,20.02453404574,0.443671,15.4259,17.717,0.068,16.545,1.133,14.412,0.029,14.052,0.033,13.873,0.052,16.1531,0.000438,16.7795,0.003522,15.3675,0.002518,,,,,,,,,Theia2540,109.64781961431828,Kounkel2020,6349.0,1.83662,1.26,[15],1,,,,,,,,,0,,0,,0
290176016,251.1886431509582,2.914499226219435,11.08903388685312,21.30679104344988,3.340004136898797e+18,85.504377368773,11.0475535915408,2.5888,12.6139,14.016,0.026,13.226,0.103,11.929,0.027,11.602,0.024,11.552,0.026,13.1035,0.000577,13.4955,0.002426,12.5572,0.001926,11.462,0.023,11.481,0.022,11.158,0.166,8.656,,Theia614,251.1886431509582,Kounkel2020,6134.0,0.861907,1.16,[12],1,,,,,,,,,0,,0,,0
220187877,4265.795188015934,2.034675076654876,4.500752626868247,32.13257603289594,3.326807141211806e+18,99.263566932732,9.54546351715275,0.318826,17.0151,19.227,0.113,18.0543,0.0483,15.865,0.094,15.799,0.142,14.193,,17.7121,0.002232,18.2599,0.030636,16.9105,0.008271,,,,,,,,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,5766.0,1.12358,1.03,[11],1,,,,,,,,,0,,0,,0
388918033,12.608631167649758,3.8389162228930833,1.7385509384138944,57.00736021971613,3.017146463096579e+18,83.90870833333331,-6.197861111,2.42089,16.434,,,,,14.511,0.035,13.947,0.038,13.672,0.041,17.9093,0.001964,19.6732,0.050229,16.5385,0.004288,13.465,0.028,13.299,0.038,10.703,0.416,7.678,0.274,OSFC,10.0,roquette25,3120.0,0.506161,0.504112,[2],1,,,,,,,,,0,,0,,0
361207242,97.72372209558112,16.941171063053794,8.13751495485329,29.921396508077528,1.8276574695147151e+18,296.313923611481,21.8673076822771,0.542655,14.5514,16.853,0.066,15.849,0.263,13.33,0.026,12.896,0.032,12.75,0.033,15.4104,0.000378,16.2028,0.003258,14.531,0.001468,12.624,0.036,12.807,0.042,12.462,,8.752,,Theia2416,97.72372209558112,Kounkel2020,6197.0,2.7493,1.19,[15],1,,,,,,,,,0,,0,,0
264620850,6.073612336362354,3.149989663902449,13.483216782549292,27.27979808700138,3.222150504877572e+18,80.865265,1.264769,2.56688,17.4284,,,,,15.391,0.067,14.91,0.08,14.441,0.098,18.9621,0.003591,21.0635,0.15115,17.561,0.013145,14.323,0.029,14.037,0.042,12.552,,8.496,,OSFC,10.0,roquette25,2964.0,0.380594,0.369419,[3],1,,,,,,,,,0,,0,,0
50790867,12.73930604906284,3.112957133950678,9.80399511768212,83.70087106281915,3.2169281725389245e+18,83.21151365,-2.395037984,2.7217,16.4852,,,,,14.625,0.03,14.013,0.04,13.588,0.045,17.9583,0.002765,19.7539,0.06448,16.5918,0.009691,13.427,0.031,13.191,0.032,9.894,0.201,7.444,0.197,OSFC,10.0,roquette25,3107.0,0.479852,0.477794,[2],1,,,,,,,,,0,,0,,0
220124000,4265.795188015934,2.558313544149049,1.119640642701739,53.26484765807278,3.3267770077193267e+18,98.9533506615263,9.31311034330827,0.288142,16.8292,18.525,0.094,17.781,0.0468,15.766,0.069,15.42,0.093,15.469,0.198,17.4804,0.001799,18.0021,0.0174,16.7436,0.010596,15.166,0.043,15.234,0.122,11.883,,8.19,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,6021.0,1.22514,1.11,[11],1,,,,,,,,,0,,0,,0
226147420,309.0295432513592,1.0566138196192305,1.110554287453989,8.132543092277912,4.255062140737607e+18,281.86796894092,-5.23353943530753,0.460836,15.1179,,,16.608,0.15,13.828,0.058,11.197,,10.642,,15.8065,0.000973,16.3534,0.003657,15.0191,0.003198,,,,,,,,,Theia4017,309.0295432513592,Kounkel2020,6265.0,1.94594,1.22,[0],1,,,,,,,,,0,,0,,0
315262709,281.8382931264449,2.234354155686005,4.656776566004027,75.11879016450303,4.31933495190165e+18,288.5190076106,13.3499731248182,1.70753,12.1852,14.063,0.058,13.16,0.08,11.245,0.032,10.867,0.042,10.714,0.033,12.8275,0.001186,13.3726,0.004297,12.1285,0.002771,10.388,0.024,10.44,0.024,10.391,0.099,8.548,,Theia527,281.8382931264449,Kounkel2020,6413.0,1.95715,1.29,[9],1,,,,,,,,,0,,0,,0
33949928,147.9108388168207,2.147101419912037,5.400047039118911,28.337902404613185,4.252141524267743e+18,283.638403683215,-7.36312422021405,1.55939,16.2855,20.308,0.168,17.9415,0.0537,14.923,0.052,14.241,0.061,14.064,0.063,17.3221,0.001792,18.1337,0.042744,16.2894,0.006664,13.847,0.048,14.315,0.083,11.938,,8.997,,Theia183,147.9108388168207,Kounkel2020,3919.0,0.60289,0.59044,[8],1,,,,,,,,,0,,0,,0
162285222,562.3413251903492,3.30108914239857,5.193327728380082,46.43187459119723,4.252797524783203e+18,280.555656206351,-6.80824690591709,0.434949,15.4472,18.675,0.191,16.711,0.15,14.366,0.06,13.944,0.085,13.709,,16.1943,0.000956,16.8293,0.004528,15.3742,0.004335,,,,,,,,,Theia5212,562.3413251903492,Kounkel2020,5282.0,2.06761,0.91,[8],1,,,,,,,,,0,,0,,0
