tic,age,prad,Mp,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2
231229992,407.3802778041122,20.414373350874527,1.6314228495559724,18.638511272849637,3.133967443246541e+18,101.098234382279,7.55834966372664,0.420941,15.3507,17.025,0.0,15.99,1.133,14.487,0.034,14.268,0.045,14.103,0.065,15.9343,0.000831,16.4314,0.005902,15.2971,0.003226,13.997,0.028,13.93,0.04,12.48,,9.137,,Theia4542,407.3802778041122,Kounkel2020,6783.0,1.60122,1.46,[11],1,,,,,,,,,0,,0,,0
388918044,10.646091945883567,3.933177705545416,1.465302197566633,23.13851623992919,3.0171461194992727e+18,83.86231232,-6.228394032,1.82772,15.8633,20.366,0.163,,,13.472,0.024,12.432,0.032,12.038,0.022,17.2345,0.001405,18.8645,0.039881,15.9395,0.004805,11.771,0.024,11.685,0.022,11.525,,8.458,,OSFC,10.0,roquette25,3787.0,1.19554,0.58,[2],1,,,,,,,,,0,,0,,0
106523460,154.88166189124794,2.5089654965219057,2.8416507972597724,40.821305876946106,4.11930550877174e+18,269.524160462042,-19.406844784007,1.38408,13.8932,15.749,0.051,14.902,0.16,12.881,0.038,12.49,0.063,12.378,0.054,14.5498,0.000562,15.1076,0.002822,13.8385,0.003137,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,5832.0,1.14905,1.05,[6],1,,,,,,,,,0,,0,,0
220338756,2.5118864315095824,2.008037347388897,14.966258612303966,11.07598102737794,3.3266974005023304e+18,100.313369323259,9.63267481641731,1.2269,15.2302,19.329,0.164,17.107,0.0531,13.715,0.029,12.987,0.022,12.704,0.023,16.3045,0.005969,17.3628,0.032832,15.2537,0.013334,12.018,0.024,11.604,0.024,9.347,0.083,7.912,0.253,Theia41,2.5118864315095824,Kounkel2020,5124.0,1.36635,0.86,[11],1,,,,,,,,,0,,0,,0
280707414,229.086765276777,3.349831262462501,7.886589047068291,11.952931215893088,3.1005947914447206e+18,101.297849688923,-5.77455480742428,0.830189,15.8112,17.27,0.118,16.8018,0.0461,14.83,0.041,14.338,0.048,14.245,0.085,16.4791,0.000966,17.0705,0.008518,15.7629,0.004777,14.132,0.028,14.15,0.044,12.632,,8.994,,Theia3522,229.086765276777,Kounkel2020,4986.0,0.86943,0.82,[13],1,,,,,,,,,0,,0,,0
123887166,426.5795188015934,3.9505597468493834,1.4345950205547071,30.868885104029847,3.09920957859315e+18,103.507037756753,-7.32629152450512,0.462564,15.9845,17.104,0.12,16.7934,0.046,15.049,0.05,14.727,0.065,14.508,0.09,16.5573,0.000663,17.0248,0.008001,15.9212,0.003408,,,,,,,,,Theia4634,426.5795188015934,Kounkel2020,6158.0,1.10756,1.17,[13],1,,,,,,,,,0,,0,,0
394533064,724.4359600749891,36.7590515031214,2.1886987246086487,26.174508018570023,4.51303605282512e+18,286.867584528056,15.9192268773439,0.499777,16.204,18.294,0.077,17.314,0.046,15.128,0.045,14.735,0.059,14.588,0.116,16.9369,0.000816,17.5708,0.005588,16.1498,0.003842,,,,,,,,,Theia5695,724.4359600749891,Kounkel2020,5693.0,1.21716,1.01,[9],1,,,,,,,,,0,,0,,0
432521997,91.20108393559096,2.4308945237103297,11.962982531487436,22.86281269358597,4.10437682091778e+18,277.521715635672,-13.8347090715798,0.476232,15.6326,17.84,0.116,16.7755,0.0463,14.397,0.049,13.909,0.058,13.813,0.073,16.382,0.001418,16.9812,0.009024,15.5277,0.007363,,,,,,,,,Theia2355,91.20108393559096,Kounkel2020,5751.0,1.7041,1.03,"[1, 14]",2,,,,,,,,,0,,0,,0
156427687,371.5352290971728,1.0159331693737006,0.9663432358173584,28.98592491070992,3.334933910825252e+18,87.0799536153861,7.42047232137477,0.355159,14.921,16.328,0.123,15.707,0.378,14.167,0.028,13.834,0.025,13.74,0.041,15.4368,0.000499,15.8435,0.002397,14.8532,0.002489,13.737,0.029,13.757,0.038,12.28,,8.962,,Theia4366,371.5352290971728,Kounkel2020,6146.0,2.04728,1.17,[12],1,,,,,,,,,0,,0,,0
145639586,537.0317963702532,1.4032034676262368,3.2287746514519258,12.065123722774018,4.252317033801648e+18,281.656279483003,-7.28658213324388,0.388184,13.7713,15.374,0.113,14.566,0.08,12.909,0.028,12.663,0.03,12.576,0.034,14.3331,0.000282,14.785,0.002452,13.7037,0.000769,12.265,0.035,12.642,0.049,12.153,,8.715,,Theia5083,537.0317963702532,Kounkel2020,6086.0,3.54067,1.14,[8],1,,,,,,,,,0,,0,,0
50747094,13.26104846428782,1.4520199893508972,3.701924792290971,6.035386513074555,3.2094060698958413e+18,82.93541666666667,-5.568361111,2.30579,12.8097,15.093,0.078,14.052,0.103,11.725,0.03,11.269,0.026,11.109,0.021,13.5714,0.000304,14.2508,0.001443,12.7707,0.000715,11.028,0.023,11.051,0.021,10.289,,8.638,0.418,OSFC,10.0,roquette25,5491.0,1.36994,0.96,[2],1,,,,,,,,,0,,0,,0
118122242,95.49925860214368,2.8371938675426747,2.5016791458294696,52.87959769018661,4.094742861329413e+18,273.466044690316,-19.1314870211688,0.376617,14.4613,17.29,0.044,15.418,0.229,13.537,0.027,13.152,0.037,12.943,0.044,15.0504,0.000472,15.5288,0.003623,14.3931,0.002908,,,,,,,,,Theia2388,95.49925860214368,Kounkel2020,5667.0,2.83992,1.01,[6],1,,,,,,,,,0,,0,,0
423800678,602.559586074357,3.2304729878140344,12.952084887722387,31.65307706417718,4.103360730392098e+18,279.689389499289,-15.4662977946312,1.50741,12.0334,13.446,0.045,12.741,0.114,11.284,0.028,11.086,0.031,10.921,0.027,12.5417,0.000236,12.9528,0.001145,11.9743,0.001544,10.511,0.023,10.616,0.02,10.214,0.09,8.328,0.418,Theia1048,602.559586074357,Kounkel2020,6422.0,1.95678,1.29,[1],1,,,,,,,,,0,,0,,0
264461853,8.58602444517408,4.466459869434119,4.766613154871555,10.767987895430222,3.222109621083978e+18,81.31958,1.375297,0.569824,16.429,17.689,0.104,17.1605,0.0461,15.721,0.081,15.339,0.108,15.373,,16.9567,0.001221,17.3835,0.011205,16.3663,0.005153,,,,,,,,,OSFC,10.0,roquette25,5390.0,0.703953,0.94,[3],1,,,,,,,,,0,,0,,0
220136316,4265.795188015934,1.3229741437725446,2.5624938959836343,6.831487856980022,3.3267856363118367e+18,99.0599366677454,9.4983563970587,0.264462,16.5566,19.569,0.17,17.9565,0.0466,15.301,0.039,14.804,0.041,14.589,0.096,17.4271,0.001362,18.2082,0.010988,16.5089,0.008952,14.428,0.034,14.966,0.108,11.294,,8.524,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,5310.0,2.14988,0.91,[11],1,,,,,,,,,0,,0,,0
162962046,588.8436553555885,2.615159158937537,1.719112739064012,81.91843090683095,4.2534245556266127e+18,280.768163753202,-5.98908317330351,0.305213,15.7482,18.65,0.117,16.631,0.15,14.512,0.067,13.721,,13.415,,16.4246,0.0009869999,16.9486,0.015167,15.6402,0.008831,,,,,,,,,Theia5304,588.8436553555885,Kounkel2020,5968.0,2.11029,1.09,[0],1,,,,,,,,,0,,0,,0
151449246,102.32929922807536,19.784090736340744,0.7567730524763654,13.826027008841898,4.2525035772025503e+18,282.700326799396,-6.25383393129489,0.819916,15.767,15.591,0.123,16.74,1.133,14.838,0.076,14.471,0.094,14.325,0.095,16.3749,0.001548,16.8056,0.007836,15.6292,0.005051,,,,,,,,,Theia2494,102.32929922807536,Kounkel2020,5393.0,0.794461,0.94,[8],1,,,,,,,,,0,,0,,0
391665294,851.1380382023759,0.9352777231799908,0.7252765167876677,28.21064009433627,1.8265210899140047e+18,297.445925993895,20.5724682887862,0.646578,14.9285,16.112,0.078,15.94,0.15,14.006,0.046,13.7,0.052,13.502,,15.5801,0.000395,16.1365,0.002825,14.8764,0.001487,13.296,0.032,13.446,0.04,12.207,,8.873,0.415,Theia6051,851.1380382023759,Kounkel2020,5621.0,1.50973,1.0,[15],1,,,,,,,,,0,,0,,0
365691203,13.94742130406159,2.6266027621086656,5.661249999768548,21.76807588885417,3.2379543395547346e+18,81.53301734,6.165767656,2.23248,12.5546,14.455,0.014,13.545,0.069,11.558,0.024,11.176,0.03,11.032,0.022,13.2118,0.00031,13.7652,0.003957,12.4949,0.000929,10.924,0.023,10.922,0.021,10.22,0.103,8.471,0.368,OSFC,10.0,roquette25,6409.73,1.14744,1.29,[10],1,,,,,,,,,0,,0,,0
213272686,470.0,2.715323055629625,3.3665603370219856,10.800876676824188,2.0210963713010747e+18,293.903052394293,24.032701607835,2.39328,13.5009,15.554,0.068,14.349,0.114,12.622,0.026,12.16,0.027,12.096,0.026,14.1212,0.000386,14.6577,0.001963,13.4495,0.001254,11.979,0.027,12.06,0.025,12.646,,8.955,,Stock 1,470.0,Pang2022,5113.0,0.815401,0.86,[15],1,,,,,,,,,0,,0,,0
163737775,371.5352290971728,2.4888454047837287,13.737222732121452,55.07743853130413,4.253403733622607e+18,280.931832787539,-6.23285111422951,0.29241,15.4613,17.475,0.137,16.412,0.15,14.423,0.083,14.026,0.112,13.772,,16.1909,0.000954,16.7731,0.00919,15.3574,0.011465,,,,,,,,,Theia4376,371.5352290971728,Kounkel2020,5550.0,2.7924,0.98,[8],1,,,,,,,,,0,,0,,0
220204769,4265.795188015934,2.3867987336397354,18.336084816034155,53.12558289781661,3.3267690061983416e+18,99.3496267842113,9.36868065158914,0.394649,16.564,19.035,0.093,17.6122,0.0469,15.622,0.069,15.121,0.07,14.821,0.124,17.2653,0.001516,17.8361,0.016789,16.4768,0.011051,14.834,0.04,14.841,0.085,11.721,,8.61,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,5569.0,1.22277,0.98,[11],1,,,,,,,,,0,,0,,0
10129064,1230.268770812381,1.798356611435548,3.207416048547935,91.86551312049016,4.516500785738412e+18,287.683700457367,20.1254914774315,1.08365,16.4485,19.509,0.165,17.9102,0.0481,14.958,0.041,14.345,0.036,14.139,0.065,17.3397,0.001281,18.1212,0.020376,16.3542,0.011097,14.12,0.032,14.625,0.061,12.366,,9.137,,Theia6791,1230.268770812381,Kounkel2020,4701.0,0.72086,0.75,[7],1,,,,,,,,,0,,0,,0
1765513556,38.01893963205613,1.325834819626345,2.5840705545046263,10.69654090766063,4.25278425753825e+18,280.655505184253,-6.89270045155274,0.487395,14.9311,,,15.8601,0.0459,,,,,,,15.5702,0.000742,16.0379,0.004836,14.8036,0.004081,,,,,,,,,Theia1900,38.01893963205613,Kounkel2020,5777.0,1.92121,1.04,[8],1,,,,,,,,,0,,0,,0
427457073,14.65148803768664,2.656309484182755,25.67837943014327,16.518363710276834,3.216079418281281e+18,84.16162109,-2.905451059,2.80827,14.4097,18.214,0.17,16.498,0.172,12.77,0.022,12.036,0.03,11.829,0.023,15.4928,0.002085,16.7712,0.012408,14.3574,0.012958,11.781,0.023,11.691,0.021,11.912,0.394,8.712,,OSFC,10.0,roquette25,3673.25,1.0046,0.54,[2],1,,,,,,,,,0,,0,,0
434043259,177.82794100389228,1.3810928539475764,3.0320012915267536,2.778443506494051,4.1034156759440456e+18,279.591797844338,-15.2569130616857,2.41668,14.7766,,,16.778,0.286,13.262,0.03,12.463,0.025,12.235,0.019,15.783,0.000868,16.8984,0.012131,14.7394,0.003978,12.107,0.034,12.218,0.034,12.065,,8.536,,Theia223,177.82794100389228,Kounkel2020,3890.0,0.876196,0.602,[1],1,2.778443506494051,1.3810928539475764,0.0002079119263289532,0.03197996967427091,0.02961066628359865,60.33612199064722,16.19611840039993,0.3436942729025445,0,0.2991356246774814,0,,0
413989262,218.7761623949552,2.191091466015564,4.844797628033336,34.68217845650831,4.252043191090367e+18,282.592796979281,-7.78592978233087,0.747946,13.5465,15.892,0.111,14.376,0.137,12.737,0.027,12.372,0.027,12.346,0.027,14.1014,0.000329,14.556,0.002545,13.4877,0.001511,12.24,0.03,12.41,0.034,10.974,0.161,8.321,0.296,Theia3456,218.7761623949552,Kounkel2020,5595.0,2.16054,0.99,[8],1,,,,,,,,,0,,0,,0
156186213,660.6934480075965,1.6561817853797716,6.378896928442798,55.08192188378273,3.3365275154912696e+18,86.2220721734971,10.3053901161899,0.761695,15.0075,16.34,0.158,15.949,0.206,14.117,0.042,13.786,0.054,13.609,0.05,15.6153,0.000948,16.1292,0.004649,14.9531,0.002553,13.408,0.026,13.485,0.035,12.51,,9.033,,Theia5513,660.6934480075965,Kounkel2020,5393.0,1.19222,0.94,[12],1,,,,,,,,,0,,0,,0
220205234,758.5775750291851,2.347267911001306,20.156893600175017,67.06015474880726,3.326807828406587e+18,99.4053638782832,9.55461253120234,0.377913,15.8491,17.767,0.072,16.533,1.133,14.761,0.035,14.29,0.029,14.163,0.074,16.5897,0.000915,17.2366,0.006144,15.8008,0.004237,14.09,0.03,14.075,0.051,11.657,,8.551,,Theia5805,758.5775750291851,Kounkel2020,5989.0,1.80307,1.1,[11],1,,,,,,,,,0,,0,,0
42646292,331.1311214825908,2.431175849342807,3.510132957093223,47.2482075618828,3.104613953118418e+18,96.764609988512,-4.12331464335217,0.38759,14.7558,16.017,0.157,15.178,0.103,14.02,0.03,13.808,0.037,13.618,0.045,15.213,0.000648,15.5646,0.003381,14.686,0.001628,13.674,0.026,13.691,0.032,12.427,,9.179,,Theia4142,331.1311214825908,Kounkel2020,6528.0,1.90587,1.34,[4],1,,,,,,,,,0,,0,,0
118117274,45.70881896148752,3.040543615089058,2.112615322790123,30.68791663757199,4.094699778538936e+18,273.407671731922,-19.4399489235883,0.633487,15.425,17.6,0.059,16.475,0.081,14.397,0.047,13.713,0.062,13.267,0.063,16.0987,0.000907,16.6831,0.012573,15.3803,0.005353,,,,,,,,,Theia1959,45.70881896148752,Kounkel2020,5941.0,1.24016,1.09,[6],1,,,,,,,,,0,,0,,0
108635425,154.88166189124794,1.3859084794470575,3.073968307436658,52.51283298846576,4.143451295158521e+18,269.961506383078,-18.3184828112066,1.01503,14.2269,15.725,0.025,14.971,0.195,13.415,0.033,13.124,0.051,12.986,0.045,14.7621,0.000548,15.1856,0.003771,14.156,0.002483,12.916,0.049,13.767,0.112,11.963,,8.387,,Theia653,154.88166189124794,Kounkel2020,6245.0,1.09462,1.21,[6],1,,,,,,,,,0,,0,,0
50727141,5.123980000450064,14.571159056985037,24.810071266060344,21.43919427073579,3.2171449824881024e+18,82.92879166666668,-2.049416667,2.55962,13.8838,16.91,0.109,15.45,0.229,12.512,0.024,11.775,0.025,11.625,0.026,14.8366,0.003375,15.8103,0.013043,13.8512,0.009456,11.492,0.024,11.454,0.023,11.114,0.17,8.699,,OSFC,10.0,roquette25,4134.0,1.19256,0.65,[3],1,,,,,,,,,0,,0,,0
156353341,10.91474368895529,3.913003216951304,3.2935055744019635,71.56607145484331,3.3352067271485015e+18,86.68370641,8.020600502,2.05421,13.9213,16.399,0.031,14.947,0.103,12.781,0.024,12.179,0.023,12.072,0.024,14.6932,0.000567,15.4134,0.002491,13.8797,0.001892,11.944,0.023,12.014,0.023,11.619,0.247,8.791,,OSFC,10.0,roquette25,4658.0,1.03083,0.741,[12],1,,,,,,,,,0,,0,,0
318908150,446.6835921509635,2.453615324003474,10.836999891207508,3.0172180918754763,3.0485875822135107e+18,110.103200754774,-8.58123787678694,0.346612,16.5873,,,17.3978,0.0462,15.736,0.065,15.292,0.09,15.34,0.206,17.1606,0.001046,17.6262,0.011688,16.5197,0.00737,15.163,0.065,15.695,0.186,11.792,,8.997,,Theia4727,446.6835921509635,Kounkel2020,5475.0,1.11583,0.96,[5],1,3.0172180918754763,2.453615324003474,0.0004046253256030785,0.0689900259505025,0.09189439662996171,89.22169687941309,14.914400825439964,0.440837679375376,0,0.267529684434985,0,,0
1766001756,562.3413251903492,2.207831882076554,5.97784426556043,46.43064309177331,4.253165964280136e+18,280.915934411346,-6.59961480923295,0.356364,15.3351,,,16.0984,0.0463,,,,,,,15.881,0.000956,16.2205,0.016275,15.1662,0.005262,,,,,,,,,Theia5212,562.3413251903492,Kounkel2020,6496.0,1.80704,1.33,[8],1,,,,,,,,,0,,0,,0
31821226,70.79457843841374,1.879580556480783,11.08087816019765,32.51833265080418,4.252499454066196e+18,282.856042235051,-6.30558934080064,0.535341,15.0902,16.052,0.077,16.156,0.15,14.299,0.067,14.103,0.101,13.473,,15.631,0.001178,16.0535,0.008677,15.0141,0.002978,,,,,,,,,Theia2170,70.79457843841374,Kounkel2020,6038.0,1.40958,1.12,[8],1,,,,,,,,,0,,0,,0
50898549,6.834735165198288,4.949508653346049,2.8970203700542934,5.656544558147624,3.220698427974827e+18,83.34833333333334,-0.55925,2.77546,14.6641,18.74,0.162,16.849,1.133,12.986,0.024,12.285,0.022,12.122,0.023,15.7614,0.001377,17.0895,0.01334,14.6129,0.002254,11.957,0.024,11.841,0.022,10.394,0.079,8.511,,OSFC,10.0,roquette25,3623.0,0.918061,0.52,[3],1,5.656544558147624,4.949508653346049,0.0024323007679502026,0.02535460834411579,0.023158226493061616,77.92560570914112,7.955386815645692,0.5267193125201416,0,3.541702813161879,0,,0
106672285,154.88166189124794,1.9401644044820157,2.6156349123768647,94.9364371851142,4.1193669783499976e+18,269.469556828389,-19.0958813626748,1.30567,14.6358,16.838,0.047,15.82,0.206,13.542,0.037,13.094,0.058,12.901,0.047,15.3722,0.001091,16.0132,0.006569,14.581,0.004002,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,5351.0,1.01428,0.93,[6],1,,,,,,,,,0,,0,,0
177414349,123.02687708123813,2.2323291359608928,4.14765461629433,92.017643378343,3.0462328406233334e+18,106.851821399459,-11.2783072364291,1.29514,13.3557,14.513,0.031,13.94,0.15,12.679,0.045,12.396,0.07,11.751,,13.7777,0.000271,14.0981,0.001445,13.2917,0.00095,14.046,0.193,14.013,0.198,12.057,,8.242,,Theia265,123.02687708123813,Kounkel2020,6373.0,1.08944,1.27,[5],1,,,,,,,,,0,,0,,0
220189953,117.48975549395304,1.9901358796075383,2.4698323737020416,35.33103652722468,3.3261849207094994e+18,99.2207654134588,8.85787926537451,0.612071,15.5226,16.383,0.107,16.316,1.133,14.582,0.036,14.349,0.046,14.104,0.075,16.1072,0.001069,16.5984,0.004815,15.472,0.003261,14.156,0.053,14.32,0.077,11.951,,8.079,,Theia2615,117.48975549395304,Kounkel2020,5758.0,1.08932,1.03,[11],1,,,,,,,,,0,,0,,0
284282492,758.5775750291851,2.896427382196712,6.994674332613261,3.717842193712824,3.3337642366117693e+18,86.0036175070819,8.02848616098943,0.590289,16.0623,17.354,0.071,17.0321,0.0472,15.004,0.033,14.585,0.049,14.317,0.075,16.7208,0.004805,17.2918,0.017237,16.0093,0.01487,14.324,0.032,14.413,0.057,11.903,0.278,8.481,,Theia5797,758.5775750291851,Kounkel2020,5158.0,1.02996,0.87,[12],1,,,,,,,,,0,,0,,0
370786653,660.6934480075965,2.7736324881996706,14.700938306471336,24.70107254589002,2.0177212098358607e+18,292.612514359764,20.2506425420007,0.286937,16.5572,19.45,0.083,17.9644,0.0467,15.314,0.06,14.95,0.078,13.625,,17.432,0.000872,18.2148,0.013905,16.5104,0.004746,,,,,,,,,NGC_6802,660.6934480075965,Cantat-Gaudin2020,6296.0,1.95683,1.23,"[7, 15]",2,,,,,,,,,0,,0,,0
353923218,7.585775750291836,4.180307932729362,0.7626957995618656,60.8742665347114,4.520180438851704e+18,289.187036456905,22.229647429296,2.20606,15.8634,,,,,14.138,0.026,13.377,0.025,13.225,0.033,17.1727,0.00149,18.7473,0.016709,15.9425,0.00418,13.09,0.046,12.974,0.049,12.024,,9.17,,Theia38,7.585775750291836,Kounkel2020,3277.0,0.617777,0.602356,[7],1,,,,,,,,,0,,0,,0
116831064,56.23413251903491,2.529445108605134,2.362887336820979,65.08671956352417,4.093821745467746e+18,273.223238098529,-21.3840922326413,0.706149,15.9837,18.738,0.063,17.4468,0.0474,14.676,0.051,14.141,,14.106,,16.8767,0.00121,17.7126,0.017696,15.9463,0.007776,,,,,,,,,Theia2050,56.23413251903491,Kounkel2020,4761.0,1.35289,0.77,[6],1,,,,,,,,,0,,0,,0
11197453,8.926085740011908,3.66922397055672,11.14564934367944,88.3124045365533,3.2177094056145505e+18,84.412389,-0.782342,2.79061,15.6235,20.273,0.162,,,13.729,0.023,13.074,0.024,12.754,0.026,16.993,0.00424,18.7733,0.048246,15.722,0.019806,12.439,0.024,11.934,0.022,10.747,0.095,8.019,,OSFC,10.0,roquette25,3159.0,0.611592,0.597445,[3],1,,,,,,,,,0,,0,,0
220136577,4265.795188015934,1.4022294210516535,3.2198837381678174,10.898890277035823,3.3267849448193234e+18,98.9999558165484,9.4474089949266,0.324857,16.9524,18.64,0.114,18.159,0.0545,15.792,0.094,15.269,0.086,15.078,0.163,17.7332,0.001808,18.3845,0.054796,16.869,0.006358,14.835,0.038,14.793,0.093,11.4,,8.792,,Trumpler_5,4265.795188015934,Cantat-Gaudin2020,5905.0,1.29306,1.07,[11],1,,,,,,,,,0,,0,,0
235150335,186.20871366628657,3.53024207962212,80.65407198402221,42.03988329627719,3.350882601864753e+18,102.304447013837,10.9528763127439,0.660714,16.0512,17.553,0.084,16.728,1.133,15.211,0.054,14.968,0.082,14.839,0.123,16.6338,0.00117,17.1222,0.005741,15.9958,0.004775,14.707,0.032,14.781,0.076,12.263,,8.781,0.476,Theia3205,186.20871366628657,Kounkel2020,5389.0,0.819042,0.94,[11],1,,,,,,,,,0,,0,,0
394426208,275.4228703338164,1.3055583133392743,2.4343829881507504,12.227504148189904,4.314006168822181e+18,286.942721768995,12.9762433317268,0.716299,14.7493,17.261,0.065,15.866,0.24,13.688,0.025,13.248,0.027,13.094,0.035,15.5109,0.000624,16.1825,0.005699,14.705,0.002097,,,,,,,,,Theia3834,275.4228703338164,Kounkel2020,5824.0,1.71619,1.05,[9],1,,,,,,,,,0,,0,,0
459991770,5.0,1.173588697305887,1.6268140556631172,95.7442740053252,3.2214565068819845e+18,81.0585420175234,0.25619663705095,2.5009,16.5306,20.655,0.165,,,14.667,0.036,13.971,0.047,13.86,0.066,17.9826,0.00247,19.9371,0.066726,16.6472,0.009244,13.635,0.026,13.452,0.035,11.92,,9.058,,Orion,5.0,Various-Kounkel+2018;2020;Kos+2018;Chen+2020;Sanchez-Sanjuan+2024;Zerjat+2024;Kos+2021,3050.0,0.46576,0.46322,[3],1,,,,,,,,,0,,0,,0
145069073,213.79620895022325,5.532047835539578,14.102168847728622,6.142437493894144,4.253147336885952e+18,281.45939568654,-6.47691099209153,0.485011,13.2601,14.897,0.116,14.206,0.206,12.299,0.036,12.018,0.034,11.899,0.038,13.8641,0.000345,14.3536,0.001909,13.1887,0.001101,11.593,0.036,11.735,0.045,11.33,,7.636,,Theia3406,213.79620895022325,Kounkel2020,6049.0,3.91289,1.13,[8],1,,,,,,,,,0,,0,,0
1766052508,588.8436553555885,2.002320043820945,0.9106590698243452,66.28315629665218,4.2531779558320753e+18,280.821845688604,-6.58739175730354,0.448657,15.1997,,,16.1856,0.0481,,,,,,,15.8677,0.000835,16.3658,0.017851,15.0687,0.026237,,,,,,,,,Theia5304,588.8436553555885,Kounkel2020,5322.0,1.99765,0.92,[8],1,66.28315629665218,2.002320043820945,8.407451462133266e-05,0.031055766195950022,0.030547685630078276,317.8346185085557,0.6789055095475719,0.68066780521422,0,0.05670924873642527,0,,0
714662768,162.1810097358933,2.3887373869270485,14.86670247118602,67.3648263051102,3.3263594037575736e+18,98.5008748969516,8.79098792279647,0.666082,15.2594,,,16.1026,0.0476,,,,,,,15.8513,0.000896,16.3285,0.030522,15.1866,0.007799,,,,,,,,,Theia2992,162.1810097358933,Kounkel2020,5584.0,1.16279,0.99,[11],1,67.3648263051102,2.3887373869270485,0.00035315911171477076,0.033329517556981006,0.03310569841074291,194.48640770803365,0.668004394402875,0.7470052072899606,0,0.17137944778210326,0,,0
226199956,24.547089156850287,5.611503626459378,5.777635182427129,13.43363993271277,4.258314736598025e+18,281.921452193872,-3.875720302629,0.461561,15.3299,17.284,0.114,16.613,0.0471,14.176,0.037,13.761,0.067,13.614,0.07,16.1442,0.001115,16.8801,0.018586,15.2857,0.002839,,,,,,,,,UBC_355,24.547089156850287,Cantat-Gaudin2020,6871.0,2.09479,1.49,[0],1,,,,,,,,,0,,0,,0
