tic,teff,tmag,mass,radius,sigma,GAIA,ra,dec,mstar,rstar,plx,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,age,e_age,assoc,ref
126026661,5135.91,11.953,0.866,0.746981,0.0258517458143999,1.3528731659220288e+17,46.1067372270289,31.2007656516384,0.866,0.746981,5.48182,14.005,0.017,13.135,0.057,11.042,0.022,10.481,0.019,10.342,0.019,12.6231,0.002041,13.2133,0.007423,11.9024,0.00534,10.202,0.023,10.197,0.02,10.21,0.072,8.965,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
126062992,6134.0,9.07239,1.161,1.76887,0.0007153125732,1.3612645012303206e+17,46.3950354996719,33.3685809642675,1.161,1.76887,5.92034,10.338,0.057,9.603,0.004,8.494,0.02,8.277,0.017,8.157,0.018,9.49872,0.000346,9.8405,0.001265,9.02779,0.001172,8.135,0.023,8.174,0.019,8.152,0.02,7.904,0.207,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
126111693,8172.0,10.8195,1.997,1.54784,0.00189250856928,5.600152233145341e+18,115.611754007501,-27.7877152450506,1.997,1.54784,1.89521,11.121,0.095,10.699,0.007,10.57,0.023,10.559,0.023,10.5,0.019,10.9303,0.000387,11.0222,0.001009,10.7836,0.00087,10.469,0.043,10.454,0.041,10.496,0.098,9.213,,25.0,,Theia_58,Kounkel+2019;Kounkel+2020
126343950,8087.0,10.4798,1.96,1.56383,0.0012998964729599,1.8411299186108e+18,315.718925687233,24.1085109860417,1.96,1.56383,2.37688,10.964,0.09,10.485,0.006,10.165,0.023,10.124,0.022,10.074,0.017,10.6458,0.00052,10.7799,0.001322,10.4348,0.002125,10.053,0.023,10.07,0.02,10.015,0.058,8.898,,99.0,,Theia_254,Kounkel+2019;Kounkel+2020
126544292,8030.0,11.8659,1.94,1.77409,0.0033796387368,5.615566939489964e+18,116.012870684514,-23.9136889462017,1.94,1.77409,1.06633,12.089,0.279,11.597,0.019,11.548,0.024,11.467,0.022,11.414,0.021,12.0139,0.00029,12.1174,0.001673,11.8099,0.000905,11.37,0.022,11.431,0.021,11.817,0.251,9.089,,92.0,,Theia_277,Kounkel+2019;Kounkel+2020
127089264,5187.0,9.8908,0.88,1.11701,0.00110403468792,6.092201450556438e+18,216.773147519625,-47.2393737857286,0.88,1.11701,8.30315,11.422,0.093,10.589,0.007,9.062,0.03,8.649,0.034,8.542,0.024,10.4388,0.00148,10.9029,0.004555,9.84038,0.003339,8.479,0.023,8.501,0.02,8.411,0.023,7.874,0.195,14.4,0.6500000000000004,ScoCen,Rotzenbock+2023
127246209,7298.0,8.2584,1.65,1.64456,0.0012573259545599,6.099080472034577e+18,217.11087908858,-45.8728421029832,1.65,1.64456,6.78465,8.866,0.032,8.534,0.002,7.923,0.019,7.787,0.042,7.686,0.033,8.48034,0.000492,8.65292,0.000871,8.22287,0.001452,7.639,0.025,7.649,0.021,7.637,0.019,7.57,0.128,15.7,0.5999999999999996,ScoCen,Rotzenbock+2023
127249954,5371.0,9.101,0.93,1.50311,0.0007068477427201,6.099512000288926e+18,217.038736634201,-44.2381919487226,0.93,1.50311,8.34305,10.58,0.061,9.782,0.004,8.313,0.019,7.931,0.033,7.794,0.034,9.61922,0.002115,10.0503,0.007299,9.05148,0.005035,7.797,0.023,7.827,0.02,7.775,0.02,7.783,0.169,15.7,0.5999999999999996,ScoCen,Rotzenbock+2023
127311608,5515.0,9.6372,0.97,1.24885,0.0015657199632,6.103240203697723e+18,217.080697431125,-42.3261390461032,0.97,1.24885,7.44221,11.175,0.107,10.471,0.007,8.917,0.02,8.506,0.038,8.389,0.034,10.1287,0.003788,10.529,0.011876,9.58544,0.00992,8.333,0.027,8.359,0.026,8.279,0.024,8.413,0.245,15.7,0.5999999999999996,ScoCen,Rotzenbock+2023
128183840,5506.47,11.73,0.966,0.774183,0.0026350608815999,3.453941166765176e+18,93.0407097387533,37.3587662644357,0.966,0.774183,4.5332,13.326,0.006,12.384,0.034,11.034,0.023,10.634,0.021,10.531,0.019,12.2595,0.001134,12.6975,0.003772,11.6753,0.003954,10.467,0.024,10.493,0.021,10.451,0.086,8.224,,175.0,,Theia_438,Kounkel+2019;Kounkel+2020
129018770,7844.0,10.8915,1.868,1.48081,0.0023944620816,5.600441056799231e+18,118.5195449112,-28.7650592491282,1.868,1.48081,2.07065,11.309,0.111,11.009,0.008,10.626,0.023,10.506,0.022,10.426,0.021,11.0614,0.000645,11.1933,0.001188,10.849,0.000816,10.385,0.026,10.421,0.026,10.237,0.097,8.32,0.268,39.80002888941504,4.856338006259897,VelaPupis,Cantat+2019
129419398,5926.0,9.6842,1.08,1.07446,0.0009114595934399,5.905608589252667e+18,221.258716687572,-47.5963066267213,1.08,1.07446,7.47097,10.9,0.072,10.243,0.005,9.104,0.023,8.826,0.04,8.743,0.02,10.1126,0.001463,10.4557,0.004979,9.63961,0.003459,8.728,0.023,8.74,0.021,8.684,0.026,8.253,0.247,20.9,0.75,ScoCen,Rotzenbock+2023
130292882,5235.4,11.3742,0.89,1.05859,0.0020068506734398,5.562430806685688e+18,103.929369358083,-42.5032988715622,0.89,1.05859,4.61604,12.63,0.396,12.07,0.027,10.754,0.022,10.42,0.023,10.346,0.021,11.8154,0.000198,12.1614,0.001248,11.32,0.000684,10.315,0.023,10.355,0.02,10.35,0.061,9.166,,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
130297425,5206.0,8.9038,0.89,1.36305,0.0006126876215999,5.557658685702796e+18,104.098118959536,-46.7819682806145,0.89,1.36305,10.4549,10.651,0.061,9.836,0.004,8.39,0.018,7.893,0.027,7.803,0.029,9.41808,0.001377,9.85338,0.00465,8.86037,0.003429,7.619,0.032,7.659,0.021,7.598,0.018,7.441,0.114,17.0,,Sco-Cen,Kerr+2023
130335653,6846.0,10.0622,1.48,1.38165,0.0009827136648,5.558725074543077e+18,104.181224915539,-45.3258609164225,1.48,1.38165,3.87651,10.829,0.082,10.431,0.006,9.68,0.023,9.509,0.025,9.437,0.023,10.3524,0.000378,10.5736,0.00133,10.02,0.00151,9.355,0.021,9.401,0.019,9.368,0.027,8.632,0.291,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
130373079,6360.0,10.3569,1.26,1.11843,0.0011535488783998,5.562586043984077e+18,104.625514962647,-42.739977658969,1.26,1.11843,4.67875,11.398,0.111,10.663,0.008,9.83,0.024,9.566,0.022,9.528,0.021,10.7191,0.000385,10.9969,0.000874,10.3093,0.000821,9.526,0.023,9.564,0.02,9.436,0.029,8.942,0.39,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
130376100,5005.0,10.5105,0.83,0.747999,0.001238279292,5.557668714448447e+18,104.540559130085,-46.5463024549088,0.83,0.747999,9.95525,12.252,0.057,11.391,0.217,9.708,0.026,9.303,0.026,9.142,0.021,11.0893,0.000999,11.5915,0.002475,10.4615,0.002216,9.105,0.022,9.163,0.021,9.071,0.026,8.556,,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
130376727,8075.0,9.2282,1.96,1.58333,0.0005975826854399,5.509529041665737e+18,104.509196239169,-47.4240260437593,1.96,1.58333,3.98025,9.578,0.039,9.374,0.003,9.042,0.025,8.965,0.025,8.899,0.022,9.35788,0.000401,9.46949,0.001377,9.19683,0.00121,8.875,0.024,8.896,0.022,8.874,0.024,8.738,0.274,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
130519880,5881.0,10.1313,1.07,0.987582,0.0010350247075201,5.562570582102151e+18,105.409321568727,-42.5179107095996,1.07,0.987582,6.68255,11.308,0.104,10.746,0.007,9.558,0.024,9.277,0.022,9.155,0.023,10.5649,0.000877,10.9107,0.003026,10.0842,0.00264,9.133,0.023,9.164,0.02,9.081,0.028,8.487,0.239,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
130648886,5796.0,10.7394,1.04,0.930281,0.0014147827653599,5.559295136962607e+18,106.173614257748,-43.7649766814792,1.04,0.930281,5.51469,11.868,0.19,11.254,0.013,10.1,0.024,9.776,0.026,9.693,0.021,11.1889,0.002526,11.5477,0.007757,10.6898,0.005531,9.678,0.022,9.701,0.02,9.604,0.038,8.62,,19.0,,Vela,Kerr+2023
130651777,5136.0,11.654,0.87,0.795668,0.0022363573896,5.509886275568119e+18,106.115862415378,-47.0004978825243,0.87,0.795668,5.28966,13.295,0.498,12.549,0.035,10.841,0.023,10.434,0.025,10.33,0.025,12.2148,0.000698,12.6897,0.002716,11.6003,0.002163,10.292,0.023,10.328,0.02,10.246,0.052,9.299,,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
130797034,5790.0,10.7723,1.04,1.04676,0.00110927478816,5.538547421274144e+18,117.077888091962,-38.3776944203334,1.04,1.04676,5.15304,12.189,0.338,11.93,0.026,10.034,0.025,9.589,0.055,9.501,0.051,11.2667,0.001596,11.6626,0.004347,10.7154,0.003069,8.86,0.021,8.88,0.019,8.929,0.027,8.824,0.421,42.0,,NGC2451A,Kerr+2023
13084643,6865.38,8.31276,1.488,1.29257,0.00049893969168,5.136390602398605e+17,35.8789022614396,61.7736577154638,1.488,1.29257,8.95026,9.14,0.031,8.73,0.03,7.904,0.029,7.737,0.021,7.7,0.021,8.61966,0.000189,8.85508,0.000437,8.27271,0.000611,7.64,0.028,7.664,0.02,7.498,0.019,6.996,0.105,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
131340453,6223.0,10.5257,1.2,0.877073,0.0013127454345599,5.537709318535393e+18,117.97931500101,-39.2524527713072,1.2,0.877073,6.12675,11.625,0.158,11.059,0.011,9.938,0.024,9.627,0.025,9.535,0.019,10.9561,0.000593,11.2999,0.001107,10.4784,0.000954,9.492,0.022,9.528,0.019,9.414,0.037,9.098,0.493,78.0,,Theia_163,Kounkel+2019;Kounkel+2020
131623724,7051.0,8.3382,1.56,1.54978,0.0013364806521599,5.308597380524532e+18,147.795150213695,-53.1829807373815,1.56,1.54978,7.3107,9.057,0.031,8.68,0.03,7.965,0.019,7.838,0.029,7.756,0.02,8.5962,0.000421,8.79657,0.001154,8.30197,0.001469,7.688,0.025,7.73,0.02,7.89,0.023,8.927,,17.0,,Sco-Cen,Kerr+2023
132208116,5580.0,8.9931,0.99,1.69402,0.0006843632666399,5.308523232206903e+18,148.545936080122,-53.641099075205,0.99,1.69402,7.14868,10.337,0.056,9.65,0.03,8.387,0.037,8.049,0.059,7.957,0.018,9.45483,0.000662,9.82977,0.002168,8.94674,0.002203,7.849,0.024,7.902,0.02,7.804,0.02,7.934,0.195,17.0,,Sco-Cen,Kerr+2023
13221735,5045.0,10.0641,0.84,0.773948,0.0011003812991997,2.959903276414139e+18,77.4925997904277,-24.0833115136682,0.84,0.773948,11.4283,11.76,0.084,10.856,0.006,9.375,0.026,8.857,0.044,8.763,0.019,10.6227,0.000969,11.1043,0.002762,10.016,0.001897,8.692,0.024,8.754,0.021,8.695,0.023,8.332,0.214,200.0,,Crius_231,
132828278,8150.0,10.8074,1.99,1.51169,0.0016940999692799,5.404766749160178e+18,149.078952200281,-52.3083524659456,1.99,1.51169,2.08149,11.357,0.133,10.983,0.009,10.514,0.024,10.452,0.026,10.387,0.019,10.9624,0.000373,11.0824,0.001184,10.7567,0.0007,10.364,0.023,10.398,0.02,10.447,0.06,9.05,,32.0,,Theia_102,Kounkel+2019;Kounkel+2020
133392137,7881.0,11.9337,1.88,1.41102,0.0039099860769599,5.889659241068814e+18,229.761604668927,-52.1589975066726,1.88,1.41102,1.53694,12.095,0.298,12.311,0.069,11.494,0.022,11.35,0.025,11.302,0.021,12.1987,0.001145,12.3972,0.004392,11.8628,0.002826,11.285,0.023,11.361,0.02,11.379,0.251,8.744,,87.0,,Theia_252,Kounkel+2019;Kounkel+2020
133505138,6529.0,9.5115,1.35,1.32343,0.00083927621736,5.404435280772351e+18,149.731678220905,-53.3015480617043,1.35,1.32343,5.62055,10.458,0.057,9.889,0.004,9.023,0.021,8.847,0.036,8.795,0.019,9.84933,0.000295,10.11,0.000877,9.46824,0.00088,8.721,0.022,8.753,0.02,8.713,0.027,7.783,0.149,91.0,,Theia_215,Kounkel+2019;Kounkel+2020
134222007,6818.0,8.5846,1.47,1.57782,0.0005695830576,5.55843054286648e+18,106.687983039008,-44.7991555286672,1.47,1.57782,6.76484,9.271,0.036,8.95,0.03,8.22,0.02,8.083,0.027,8.0,0.021,8.85079,0.0003,9.05615,0.002042,8.54733,0.002345,7.907,0.028,7.931,0.02,7.915,0.019,8.052,0.179,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
134287656,5157.0,11.1512,0.87,0.781756,0.00170177427936,5.55855842981259e+18,107.029348499768,-43.6819317541414,0.87,0.781756,6.72603,13.279,0.367,12.022,0.043,10.394,0.022,9.979,0.022,9.854,0.02,11.7065,0.001612,12.1825,0.006353,11.1046,0.004392,9.812,0.023,9.844,0.02,9.764,0.04,8.913,,107.0,,Theia_301,Kounkel+2019;Kounkel+2020
134873712,3899.0,9.6156,0.6,1.05578,0.0009794044367999,6.150861598480159e+18,183.878001368236,-39.8118348733205,0.6,1.05578,18.8285,13.162,0.276,11.16,0.083,8.166,0.034,7.504,0.042,7.306,0.02,10.5205,0.003399,11.5225,0.011921,9.56847,0.007372,7.209,0.035,7.211,0.02,7.123,0.017,7.003,0.08,10.0,,TWA,
135454081,4680.0,10.9143,0.75,1.02109,0.00158009390856,6.147166754080171e+18,187.734543103803,-40.299727549225,0.75,1.02109,7.04229,12.654,0.278,11.482,0.029,10.001,0.024,9.497,0.022,9.369,0.024,11.5686,0.000663,12.1637,0.001859,10.8651,0.001184,9.294,0.023,9.358,0.02,9.269,0.03,8.428,0.234,190.0,,Theia_430,Kounkel+2019;Kounkel+2020
137057238,5539.0,10.1844,0.975,0.903896,0.0011753274571199,5.60344802355301e+17,28.6668900567382,77.0759490102857,0.975,0.903896,7.80846,11.6,0.099,10.713,0.007,9.526,0.021,9.218,0.019,9.13,0.015,10.6613,0.000346,11.0525,0.001268,10.1382,0.000932,9.056,0.023,9.104,0.019,9.057,0.027,8.405,0.279,184.0,,Theia_426,Kounkel+2019;Kounkel+2020
137327038,6206.0,11.3547,1.193,0.785728,0.002387201868,5.4779861447178624e+17,51.1676268210247,74.6787305261978,1.193,0.785728,5.08584,12.785,0.332,11.891,0.025,10.675,0.019,10.31,0.017,10.249,0.017,11.8449,0.000386,12.2432,0.001569,11.3033,0.001066,10.204,0.023,10.244,0.02,10.167,0.058,8.737,,440.0,,Theia_787,Kounkel+2019;Kounkel+2020
138100090,5771.61,10.4747,1.034,0.896493,0.0008152124255999,2.0775695905435855e+18,293.346895702196,41.176778533698,1.034,0.896493,6.37609,11.581,0.122,11.009,0.008,9.857,0.022,9.555,0.021,9.484,0.019,10.9231,0.000591,11.2842,0.001457,10.4279,0.001061,8.223,0.011,8.149,0.011,8.646,0.025,8.235,0.183,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
138113113,6004.0,11.267,1.108,0.989875,0.0019916454672,1.2568015764927667e+17,51.2759297521909,33.628646771582,1.108,0.989875,4.14415,12.951,0.341,11.531,0.053,10.576,0.021,10.261,0.021,10.174,0.018,11.7408,0.000408,12.1212,0.002187,11.2149,0.000745,10.157,0.102,10.197,0.02,10.173,0.078,8.625,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
138666883,4934.0,11.0462,0.811,0.742858,0.0018043026624,2.4498204190350863e+18,0.141692029649873,-1.04022781452853,0.811,0.742858,8.09125,12.896,0.107,11.896,0.103,10.224,0.026,9.763,0.027,9.667,0.025,11.6416,0.000906,12.166,0.001706,10.9999,0.001108,9.584,0.022,9.643,0.02,9.554,0.043,8.634,,226.0,5.0,HSC_749             ,Hunt+2024
138798618,3823.0,10.7256,0.566206,0.573846,0.00153323466048,3.1874061822534405e+18,74.3220509085226,-6.3657259721524,0.566206,0.573846,20.6117,13.869,0.059,12.46,0.035,9.509,0.023,8.828,0.036,8.635,0.021,11.6985,0.001418,12.6817,0.00401,10.7403,0.002761,8.53,0.023,8.509,0.019,8.401,0.024,8.076,0.214,34.5,,ABDor,
138880696,7830.0,10.7468,1.86,1.69035,0.0026820555739201,2.0486747685734016e+18,295.070822770387,36.6160845170275,1.86,1.69035,1.95911,11.319,0.118,10.89,0.008,10.428,0.021,10.376,0.021,10.334,0.018,10.9246,0.000435,11.0584,0.001854,10.6988,0.000936,10.277,0.023,10.295,0.02,10.386,0.066,8.768,,168.0,,Theia_457,Kounkel+2019;Kounkel+2020
138941683,7056.0,10.3497,1.56,1.69083,0.0015659999589599,3.2235693945689057e+18,83.179037002024,2.08463027284302,1.56,1.69083,2.71531,10.978,0.13,10.828,0.011,9.914,0.025,9.713,0.023,9.663,0.022,10.6283,0.000403,10.8365,0.000996,10.3009,0.000903,9.625,0.023,9.63,0.021,9.57,0.047,8.492,,9.0,,Ori-Per,Kerr+2023
139477106,6119.0,8.02592,1.155,1.84915,0.0004235381136,3.335829634845311e+18,88.2013146808373,9.83400865015644,1.155,1.84915,8.66831,9.108,0.035,8.558,0.002,7.541,0.021,7.306,0.038,7.22,0.029,8.41145,0.00035,8.72285,0.002167,7.99115,0.002883,7.179,0.036,7.222,0.02,7.254,0.017,7.451,0.177,55.0,,Theia_133,Kounkel+2019;Kounkel+2020
139594145,5327.0,11.1249,0.919,0.84638,0.00192026120616,5.091436412308244e+18,64.9418433300205,-21.0805118358498,0.919,0.84638,5.79898,12.896,0.388,12.188,0.027,10.441,0.024,9.999,0.022,9.92,0.023,11.637,0.001481,12.0582,0.005132,11.0707,0.003767,9.846,0.023,9.87,0.02,9.778,0.042,9.024,0.518,64.0,4.0,HSC_1733            ,Hunt+2024
139871765,7939.0,8.5209,1.91,1.69498,0.00163625622768,5.515669809812167e+18,127.048837324722,-47.6734938681019,1.91,1.69498,5.52972,9.011,0.032,8.767,0.002,8.208,0.018,8.088,0.034,8.071,0.026,8.7012,0.000423,8.85018,0.00197,8.4818,0.002293,7.988,0.024,8.03,0.02,8.033,0.023,8.055,0.165,17.0,,Sco-Cen,Kerr+2023
140209922,5839.0,9.5438,1.05,0.995553,0.0008132268851999,2.8883166856689377e+18,84.7054948708066,-35.4921933533223,1.05,0.995553,8.64101,10.645,0.061,10.046,0.004,9.005,0.024,8.69,0.038,8.581,0.023,9.97044,0.001197,10.3102,0.003217,9.49762,0.002246,8.518,0.022,8.552,0.02,8.497,0.022,8.99,0.462,35.0,,Crius_164,
140295287,6681.0,9.6032,1.41,1.10716,0.0008614005566399,5.515330271176916e+18,127.004757832263,-48.683950237081,1.41,1.10716,6.75191,10.706,0.062,10.122,0.004,9.162,0.023,8.9,0.049,8.823,0.021,9.9749,0.000666,10.269,0.002006,9.55717,0.001873,8.762,0.022,8.791,0.02,8.697,0.024,8.129,0.151,45.0,,Theia_115,Kounkel+2019;Kounkel+2020
140358734,5899.0,9.9086,1.07,1.03354,0.0011205114407999,5.322290114200317e+18,127.134621479627,-51.642331074812,1.07,1.03354,7.58707,11.271,0.13,10.784,0.009,9.319,0.035,8.878,0.029,8.793,0.021,10.3916,0.001428,10.7848,0.004948,9.8606,0.00405,8.743,0.022,8.775,0.021,8.665,0.024,8.27,0.233,17.0,,Sco-Cen,Kerr+2023
140384518,7949.0,11.4176,1.91,1.56908,0.0020537466811199,3.3235314555518054e+18,90.1493013508246,8.71555392669435,1.91,1.56908,1.54635,11.541,0.237,11.546,0.024,11.067,0.024,11.011,0.024,10.94,0.023,11.5944,0.000349,11.7238,0.001213,11.3621,0.001191,10.84,0.023,10.846,0.021,10.758,0.12,8.426,,25.0,,Theia_55,Kounkel+2019;Kounkel+2020
140388367,7951.0,11.2449,1.91,1.47033,0.0025700842655999,5.712051490010305e+18,115.877899142491,-22.1256367011899,1.91,1.47033,1.70721,11.505,0.232,11.325,0.019,10.924,0.027,10.921,0.026,10.86,0.028,11.3885,0.000947,11.4996,0.001702,11.2036,0.000881,10.828,0.022,10.853,0.021,10.955,0.105,8.987,,25.0,,Theia_58,Kounkel+2019;Kounkel+2020
140441949,7146.0,8.3857,1.59,1.51176,0.0008078396544,5.515501485764236e+18,127.840545261052,-47.4436231356443,1.59,1.51176,7.22898,9.052,0.031,8.745,0.002,8.059,0.021,7.924,0.036,7.877,0.018,8.63418,0.000324,8.82922,0.001766,8.35085,0.00158,7.809,0.025,7.843,0.02,7.853,0.021,7.846,0.12,19.0,,Vela,Kerr+2023
140460192,3962.0,9.47977,0.666288,0.703944,0.0008273552832,5.015973252801591e+18,20.5184775122757,-33.617662387958,0.666288,0.703944,25.9336,12.381,0.173,11.015,0.025,8.307,0.019,7.636,0.036,7.447,0.027,10.3906,0.00121,11.2889,0.004236,9.48458,0.002653,7.274,0.034,7.366,0.019,7.286,0.017,7.054,0.078,45.0,,THA,
14076683,4240.46,11.8995,0.663,0.699486,0.01090951590744,5.087090262139136e+16,58.8155696746958,19.6295809706626,0.663,0.699486,8.80999,14.348,0.033,13.137,0.114,10.766,0.024,10.154,0.025,9.976,0.019,12.6713,0.001867,13.4096,0.007634,11.8443,0.004709,9.917,0.023,9.906,0.02,9.885,0.062,8.835,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
14091631,5257.0,10.5352,0.9,0.839855,0.0025573691628,4.823999931341642e+18,77.2505793808307,-36.461143491132,0.9,0.839855,7.85849,11.797,0.162,11.235,0.011,9.827,0.027,9.396,0.022,9.323,0.021,11.0583,0.002554,11.4923,0.009045,10.4811,0.006324,9.227,0.023,9.263,0.02,9.167,0.028,9.152,0.371,35.0,,Crius_164,
14091633,6434.0,8.8695,1.3,1.26396,0.0007030599436799,4.823999931341641e+18,77.2601944445409,-36.4645595190977,1.3,1.26396,7.89657,9.774,0.038,9.285,0.003,8.473,0.021,8.253,0.046,8.205,0.024,9.20363,0.000297,9.46103,0.001579,8.82801,0.001352,8.141,0.023,8.157,0.021,8.134,0.02,8.11,0.161,35.0,,Crius_164,
14109776,5159.0,10.7547,0.872,0.847704,0.0017876136203999,6.530910090454528e+16,59.0463092859782,22.2211904468326,0.872,0.847704,7.48528,12.287,0.254,11.254,0.023,9.906,0.024,9.524,0.025,9.414,0.022,11.3135,0.000996,11.7902,0.001412,10.7055,0.001218,9.377,0.021,9.407,0.021,9.304,0.039,8.32,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
14109779,6637.64,8.65919,1.395,1.48766,0.0005594193878398,6.530841800746765e+16,59.0161618562619,22.2269708488656,1.395,1.48766,8.05464,9.52,0.039,9.034,0.003,8.161,0.024,8.006,0.026,7.986,0.026,8.97104,0.000223,9.21326,0.000874,8.61089,0.001063,7.953,0.023,7.986,0.02,7.979,0.019,7.723,0.173,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
14110469,4679.27,11.6103,0.746,0.694926,0.0025009677216,6.573244724119974e+16,58.9834683536591,23.5672675709775,0.746,0.694926,7.4067,13.693,0.078,12.563,0.069,10.651,0.024,10.119,0.027,10.009,0.02,12.2722,0.001955,12.8689,0.006168,11.5509,0.004693,9.918,0.023,9.965,0.021,9.88,0.052,8.764,0.44,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
14110755,5409.0,10.5786,0.941,0.974806,0.0014315743483199,6.575413253348006e+16,59.1091462709761,23.7843023430781,0.941,0.974806,6.53107,12.084,0.228,11.241,0.017,9.846,0.026,9.505,0.027,9.394,0.02,11.102,0.000786,11.545,0.000977,10.5367,0.000535,9.327,0.024,9.361,0.019,9.293,0.04,8.82,0.539,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
14111056,7638.0,8.10017,1.784,1.57429,0.0013280209272,6.543764498322432e+16,59.1171767719056,23.1502756292262,1.784,1.57429,7.28048,8.608,0.03,8.34,0.03,7.767,0.023,7.715,0.029,7.677,0.027,8.28883,0.000461,8.43758,0.001473,8.06292,0.001315,7.6,0.032,7.632,0.02,7.563,0.019,6.899,0.079,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
141287580,4644.0,11.4054,0.738,0.703958,0.00214799964624,5.161117923061795e+18,44.9667934298658,-9.79324106550079,0.738,0.703958,8.22603,12.988,0.295,12.243,0.057,10.424,0.023,9.91,0.024,9.777,0.023,12.0629,0.004148,12.6638,0.014712,11.356,0.010753,9.735,0.023,9.77,0.021,9.703,0.048,8.661,,208.0,4.0,HSC_1448            ,Hunt+2024
14156534,5215.59,10.9131,0.888,0.811,0.00167522339088,5.171711425814912e+16,59.3130846140212,21.5157699698158,0.888,0.811,7.01778,12.814,0.35,11.736,0.032,10.119,0.024,9.662,0.025,9.564,0.022,11.4889,0.000765,11.9902,0.000952,10.8685,0.000608,9.413,0.021,9.45,0.022,9.46,0.049,8.375,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
14160888,5745.0,10.6539,1.027,0.796449,0.0015070381632001,4.980949594306829e+16,59.4571917723705,18.5623913028606,1.027,0.796449,7.69401,12.45,0.215,11.317,0.022,9.984,0.027,9.528,0.024,9.45,0.018,11.1952,0.001377,11.6568,0.003119,10.6163,0.002257,9.381,0.023,9.413,0.02,9.273,0.048,8.634,,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
14177821,6363.85,8.92835,1.267,1.24522,0.00089976801024,5.14527504311296e+16,59.5070482525686,20.6767875106152,1.267,1.24522,7.96578,9.915,0.039,9.4,0.03,8.436,0.024,8.248,0.02,8.197,0.031,9.2789,0.00043,9.54885,0.001151,8.88456,0.0008,8.131,0.023,8.151,0.02,8.141,0.024,7.793,0.204,135.0,,Theia_369,Kounkel+2019;Kounkel+2020
141914082,4260.0,8.5581,0.67,1.0451,0.0006334680326399,5.266270443442455e+18,94.6175354047675,-72.0448462219924,0.67,1.0451,25.4695,11.064,0.068,9.95,0.03,7.53,0.019,6.984,0.034,6.814,0.029,9.26082,0.003016,9.92908,0.010742,8.50954,0.008169,6.701,0.064,6.684,0.022,6.634,0.015,6.558,0.039,24.0,,BPMG,
14195308,4450.91,11.9616,0.697,0.792617,0.00294491026512,1.000647493576343e+18,103.929741105694,56.8659704423599,0.697,0.792617,6.27632,14.093,0.058,12.834,0.103,11.036,0.022,10.456,0.018,10.342,0.016,12.6386,0.000439,13.261,0.002268,11.9062,0.001021,10.285,0.022,10.357,0.02,10.498,0.107,8.33,,175.0,,Theia_429,Kounkel+2019;Kounkel+2020
142040321,5544.0,7.7937,0.98,0.884988,0.0004436577669597,3.479923004486284e+18,178.522202138798,-29.9825307599294,0.98,0.884988,23.7183,9.137,0.004,8.44,0.03,7.162,0.023,6.803,0.034,6.775,0.036,8.26129,0.000751,8.64756,0.002208,7.75189,0.001698,6.704,0.071,6.69,0.022,6.733,0.016,6.662,0.07,90.0,,Crius_221,
142098917,5641.0,7.1983,1.0,0.954976,0.0020262859243202,3.466924200065406e+18,179.182410000023,-32.2674144569426,1.0,0.954976,28.146,8.454,0.028,7.83,0.03,6.599,0.023,6.287,0.024,6.24,0.017,7.64043,0.000686,8.00383,0.002404,7.15996,0.002001,5.942,0.093,5.877,0.031,5.88,0.017,5.899,0.044,200.0,,CARN,
142098919,5742.0,7.0563,1.03,0.986414,0.00242294252256,3.466924200065405e+18,179.176293232496,-32.268156565775,1.03,0.986414,28.1584,8.248,0.026,7.8,0.03,6.491,0.023,6.242,0.046,6.131,0.021,7.48407,0.000387,7.83307,0.001638,7.01824,0.001479,5.96,0.164,5.93,0.037,6.11,0.014,5.959,0.038,200.0,,CARN,
