tic,age,prad,pmass,per,GAIA,ra,dec,plx,tmag,Bmag,e_Bmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,GAIAmag,e_GAIAmag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,assoc,age_y,ref,teff,rstar,mstar,observed_fields,nobs,pl_period,pl_radius,delta,sigmaOptical,sigmaIR,npoints,ntransits,draw,T_retrieve_final,snr_v1,T_retrieve_v1,snr_v2,T_retrieve_v2,snr_v3,T_retrieve_v3
183036907,141.25375446227554,2.31252910195391,5.4785045204233445,4.084723019278509,4.255284963624856e+18,282.45842869791,-4.11784771707314,0.729869,15.7303,19.177,0.203,17.7891,0.048,14.084,0.106,13.386,0.094,12.311,,16.88,0.001136,18.0011,0.015955,15.7521,0.00831,,,,,,,,,Theia2821,141.25375446227554,Kounkel2020,5601.0,1.92969,0.99,[20],1,,,,,,,,,0,,0,,0,,0
156572181,1862.0871366628653,1.7048298819324537,2.0738008892460416,96.4340154110706,3.341819117064398e+18,90.7393218560792,10.4254920608845,0.210338,16.9965,17.009,0.125,17.8159,0.0469,16.137,0.109,15.739,0.141,14.237,,17.5754,0.001509,18.0316,0.023496,16.9168,0.00719,,,,,,,,,NGC_2141,1862.0871366628653,Cantat-Gaudin2020,5843.0,1.16292,1.05,[28],1,,,,,,,,,0,,0,,0,,0
427346819,10.0,2.122455337552972,5.377348884194765,96.25472356369102,3.216936178357916e+18,83.41997777,-2.25895691,2.38205,12.6057,14.726,0.061,13.961,0.114,11.611,0.022,10.995,0.03,10.872,0.023,13.2999,0.001921,13.9191,0.006881,12.5519,0.004949,10.756,0.023,10.743,0.021,11.262,0.183,8.982,,OSFC,10.0,roquette25,4836.0,1.42484,0.78,[0],1,96.25472356369102,2.122455337552972,0.00018568682968512953,0.013691175811182768,0.009912535527837753,391.28404913858105,0.3116730160276158,0.031915719321523706,0,0.2553944467318406,0,,0,,0
50897680,10.0,1.2606045126019845,2.128343141841042,55.54778182299189,3.2171874854841856e+18,83.35733333333333,-1.5385,2.32166,13.7238,16.289,0.049,14.984,0.297,12.533,0.024,11.871,0.022,11.761,0.023,14.5135,0.002522,15.2611,0.010153,13.6743,0.00702,11.743,0.024,11.732,0.023,12.686,,9.072,,OSFC,10.0,roquette25,4482.0,1.04678,0.7,[1],1,,,,,,,,,0,,0,,0,,0
457232118,11.802282424312914,2.4940590935790325,9.418230239741838,36.43255079436887,3.221023028717953e+18,81.8668863855071,0.236370383254679,2.90526,14.3501,,,16.683,0.195,12.615,0.033,11.953,0.035,11.758,0.029,15.4646,0.001065,16.8686,0.014973,14.2813,0.003598,11.591,0.032,11.464,0.03,11.378,0.193,8.148,,Orion,5.0,Various-Kounkel+2018;2020;Kos+2018;Chen+2020;Sanchez-Sanjuan+2024;Zerjat+2024;Kos+2021,3502.0,1.05192,0.46,[1],1,,,,,,,,,0,,0,,0,,0
19792049,691.8309709189363,2.701456212554441,15.020132039626464,16.81120422102488,4.277326185994327e+18,274.130532721871,1.65757308259141,0.885936,14.055,16.696,0.0,15.247,0.046,12.92,0.026,12.457,0.025,12.357,0.024,14.8647,0.000434,15.5976,0.004732,14.0206,0.003518,12.252,0.024,12.277,0.025,12.395,0.479,8.915,,Theia5631,691.8309709189363,Kounkel2020,5389.0,2.13724,0.94,[30],1,16.81120422102488,2.701456212554441,0.00013369816787073014,0.005644088847510639,0.0051979311875139725,73.13506294867534,1.7845241545802288,0.7085617545405316,0,0.39947327922426545,0,,0,,0
247602498,213.79620895022325,2.10840033122689,4.681508053645514,25.880730580238414,3.348283974852456e+18,86.5383606788088,16.2364876000455,0.300234,14.8317,16.31,0.042,15.492,0.126,14.069,0.023,13.743,0.03,13.561,0.04,15.3433,0.000549,15.7513,0.002457,14.768,0.001813,13.539,0.027,13.556,0.036,12.498,,8.894,,Theia3390,213.79620895022325,Kounkel2020,6289.0,2.48783,1.23,[16],1,,,,,,,,,0,,0,,0,,0
162962545,173.78008287493762,2.443386822385962,8.968028371366191,80.65213156447393,4.253428163399338e+18,280.7140514678,-5.93334447598958,0.637502,15.3918,16.579,0.175,16.3787,0.0465,14.084,0.133,13.525,0.289,12.085,,16.0613,0.000988,16.575,0.014083,15.279,0.007883,,,,,,,,,Theia3086,173.78008287493762,Kounkel2020,5589.0,1.29122,0.99,[20],1,,,,,,,,,0,,0,,0,,0
300830645,83.17637711026708,1.839847454995222,10.073269087702911,7.016666497952832,4.320704256217789e+18,290.056591391271,15.2024099969099,0.664354,14.5258,16.543,0.041,15.498,0.149,13.544,0.038,13.297,0.058,13.052,0.068,15.1881,0.000344,15.75,0.002296,14.4612,0.002026,,,,,,,,,Theia2280,83.17637711026708,Kounkel2020,6696.0,1.70856,1.42,[9],1,,,,,,,,,0,,0,,0,,0
97712370,398.10717055349687,0.9727089551257314,0.8302146760459338,9.372440511526824,3.3433997681060465e+18,90.258130215314,12.4493370915521,0.712466,14.8899,16.278,0.114,15.451,0.058,14.096,0.027,13.836,0.03,13.692,0.045,15.3965,0.000911,15.7726,0.002699,14.8013,0.002914,13.65,0.028,13.714,0.037,12.413,,8.4,,Theia4474,398.10717055349687,Kounkel2020,5953.0,1.11012,1.09,[13],1,,,,,,,,,0,,0,,0,,0
1847425186,489.7788193684456,2.6817569196307187,14.536812807007015,42.67514919076965,1.8257293384631923e+18,295.205789211278,20.1050470181204,0.297514,15.6909,,,17.117,0.0461,,,,,,,16.5744,0.000623,17.3769,0.007263,15.6556,0.004133,,,,,,,,,Theia4913,489.7788193684456,Kounkel2020,6276.0,2.91319,1.23,[10],1,,,,,,,,,0,,0,,0,,0
264682999,10.0,1.2102866621707788,1.824696722381012,2.65954848921915,3.2359790282591647e+18,82.25958,3.09769,1.51947,11.6646,12.532,0.397,12.242,0.029,11.053,0.028,10.878,0.024,10.794,0.019,12.0527,0.000217,12.3468,0.001464,11.6073,0.001052,10.767,0.023,10.788,0.02,10.759,0.104,8.822,,OSFC,10.0,roquette25,6495.57,1.87827,1.33,[12],1,,,,,,,,,0,,0,,0,,0
315436156,173.78008287493762,2.412715450707656,7.846487410646294,28.53001528365901,4.320316884538025e+18,288.554966070081,14.5606176212512,1.69766,12.6539,14.451,0.019,13.608,0.114,11.698,0.03,11.335,0.034,11.2,0.025,13.2736,0.000365,13.7947,0.001275,12.5981,0.001074,11.024,0.025,11.087,0.025,10.941,0.123,8.784,0.422,Theia952,173.78008287493762,Kounkel2020,6160.0,1.54453,1.17,[9],1,,,,,,,,,0,,0,,0,,0
200945633,323.5936569296281,1.63619488284385,6.058932728311642,25.661763846829277,5.960432506793343e+18,261.644994126097,-39.3969198213567,0.401294,15.0848,17.812,0.105,16.537,0.206,13.922,0.035,13.474,0.045,13.269,0.047,15.8656,0.000684,16.5353,0.005295,15.0189,0.002741,,,,,,,,,Theia4124,323.5936569296281,Kounkel2020,6155.0,2.57049,1.17,[23],1,,,,,,,,,0,,0,,0,,0
432507630,13.80384264602884,2.680829105013424,13.06255336757375,64.76568173163068,4.152926061740812e+18,277.534288640086,-12.7626303110345,0.386805,15.0305,17.842,0.096,16.439,0.183,13.759,,13.245,,13.23,0.058,15.8496,0.000834,16.5822,0.00388,14.9906,0.00608,,,,,,,,,Theia1868,13.80384264602884,Kounkel2020,5857.0,2.93541,1.06,"[6, 18]",2,,,,,,,,,0,,0,,0,,0
120538332,426.5795188015934,1.84123145789416,2.6807267787229274,28.998128267738863,3.0503972065553925e+18,102.129642035684,-9.72211343159752,0.354643,14.9665,16.441,0.116,15.758,0.092,14.169,0.037,13.967,0.048,13.815,0.052,15.462,0.000517,15.8518,0.00217,14.892,0.002189,13.552,0.027,13.557,0.034,12.033,,9.009,,Theia4604,426.5795188015934,Kounkel2020,6789.0,1.98365,1.46,[27],1,,,,,,,,,0,,0,,0,,0
34255880,724.4359600749891,2.662452549613969,14.076378095354908,45.24775501698162,5.956419461142359e+18,267.309065984254,-42.9271680436986,0.758274,15.4881,17.667,0.055,16.643,0.698,14.66,0.042,14.197,0.039,14.2,0.065,16.054,0.000841,16.5175,0.005671,15.4272,0.004019,,,,,,,,,Theia5705,724.4359600749891,Kounkel2020,5583.0,0.893932,0.99,[23],1,,,,,,,,,0,,0,,0,,0
177524742,34.673685045253166,1.4728791567943378,3.921392028384705,77.25662634797094,3.0465982177782467e+18,107.085571270499,-10.2491747601186,1.84729,15.8713,19.475,0.176,17.8261,0.0473,14.402,0.032,13.749,0.038,13.449,0.044,16.9822,0.001549,18.0649,0.013979,15.9004,0.005294,13.438,0.026,13.355,0.032,11.187,0.139,8.048,0.213,Theia118,34.673685045253166,Kounkel2020,3640.0,0.648128,0.625722,[2],1,,,,,,,,,0,,0,,0,,0
181197019,72.44359600749905,2.446557265534256,8.814416704840527,11.477315937128068,4.268139216641e+18,287.662088027616,2.77086734524222,1.52008,12.4679,14.027,0.038,13.253,0.069,11.681,0.024,11.41,0.027,11.346,0.027,13.0221,0.00038,13.4743,0.00303,12.4085,0.001183,11.266,0.025,11.305,0.024,11.241,0.213,8.722,,Theia40,72.44359600749905,Kounkel2020,5933.0,1.7314,1.083,[21],1,,,,,,,,,0,,0,,0,,0
350108991,630.9573444801944,2.10683503589605,5.219006135614414,66.16110464523884,4.470461175853461e+18,273.794800053318,4.0241267541943,0.494773,15.703,17.273,-0.211,16.442,0.229,14.884,0.042,14.597,0.071,14.401,0.082,16.2475,0.001023,16.7002,0.005051,15.6534,0.002849,14.576,0.035,14.666,0.06,12.567,,8.622,,Theia5437,630.9573444801944,Kounkel2020,5757.0,1.16437,1.03,[30],1,66.16110464523884,2.10683503589605,0.00027397770758466416,0.012331849627889665,0.014202719936751634,255.40523477767812,0.4534386201811837,0.7959856577107374,0,0.31663833764988125,0,,0,,0
395482193,144.5439770745928,2.3622007208440645,6.208997378648162,3.966006582953733,4.314157179899975e+18,287.360476279133,13.6282290472232,1.02091,13.7748,15.587,0.068,14.792,0.15,12.898,0.025,12.56,0.023,12.426,,14.3925,0.000176,14.909,0.001185,13.7145,0.001014,12.312,0.027,12.389,0.023,11.939,0.37,8.977,0.531,Theia2838,144.5439770745928,Kounkel2020,6355.0,1.50507,1.26,[9],1,3.966006582953733,2.3622007208440645,0.00020613720128376262,0.006693337588966808,0.006041149072291432,104.0639020563152,7.564283964868542,0.8275603641634235,0,1.2896246188746803,0,,0,,0
282096618,114.8153621496884,2.5554041970343344,11.746066925286344,73.43027583206704,3.1133309156643205e+18,102.920626828162,-0.0807460234477857,1.09003,15.8595,,,16.886,0.0503,14.92,0.094,14.356,0.072,14.11,0.076,16.5446,0.004756,17.1385,0.040356,15.7909,0.013818,13.981,0.045,14.052,0.06,11.872,,7.851,,Theia294,114.8153621496884,Kounkel2020,4864.0,0.679533,0.79,[25],1,,,,,,,,,0,,0,,0,,0
200546054,660.6934480075965,1.2783132381274096,2.244794125775454,57.84606409935316,3.3342755438780503e+18,83.3113041595507,7.91255977158065,0.706087,15.4722,17.248,0.172,16.195,0.298,14.547,0.035,14.12,0.049,13.951,0.058,16.0771,0.00082,16.578,0.010015,15.4078,0.004756,13.932,0.028,13.908,0.041,12.155,,8.776,,Theia5513,660.6934480075965,Kounkel2020,5412.0,1.02716,0.94,[5],1,,,,,,,,,0,,0,,0,,0
119236381,144.5439770745928,2.53383913823276,11.319540662115289,78.20655440558329,3.1000937233784453e+18,100.204800563912,-6.3523714187198,0.913446,16.1427,17.934,0.058,17.2057,0.0463,15.121,0.045,14.675,0.067,14.42,0.073,16.8477,0.00125,17.4748,0.011853,16.0926,0.00541,14.407,0.031,14.738,0.071,12.28,,9.152,,Theia2851,144.5439770745928,Kounkel2020,4965.0,0.722094,0.82,"[3, 27]",2,,,,,,,,,0,,0,,0,,0
4256261,10.0,1.3715046494424563,2.94988580685421,6.312041876164961,3.2213999507523026e+18,81.05011029,0.037938867,3.01918,15.9584,20.571,0.163,,,14.171,0.033,13.566,0.033,13.319,0.034,17.3736,0.002232,19.2213,0.026768,16.0648,0.005572,13.163,0.024,12.966,0.028,12.315,0.446,8.829,,OSFC,10.0,roquette25,3110.0,0.485885,0.483934,[1],1,6.312041876164961,1.3715046494424563,0.0006667511338248576,0.017322831295385283,0.02101079381482651,27.99734732592801,4.7528201790428,0.2434597651733349,0,0.5754426896643401,0,,0,,0
80036987,562.3413251903492,1.8368350103696056,10.000241899205596,4.685058775028999,2.932494994161769e+18,105.017655510954,-20.1914635471966,0.39526,15.3457,16.055,0.022,15.783,1.133,14.712,0.042,14.401,0.036,14.37,0.084,15.7774,0.002937,16.0953,0.010227,15.268,0.010067,,,,,,,,,Theia5222,562.3413251903492,Kounkel2020,6483.0,1.38525,1.32,[14],1,,,,,,,,,0,,0,,0,,0
299739298,102.32929922807536,1.8089273758923587,2.6723510033935,18.76266938090033,2.926930297093444e+18,102.218432168011,-21.0384668832901,1.40902,16.7909,18.948,0.123,18.5429,0.0469,15.457,0.065,14.826,0.058,14.759,0.112,17.8062,0.001537,18.826,0.01196,16.8081,0.006503,14.559,0.031,14.528,0.051,12.62,,8.892,,Theia476,102.32929922807536,Kounkel2020,3755.0,0.520041,0.517509,[14],1,,,,,,,,,0,,0,,0,,0
51806107,21.87761623949552,2.952278583176885,20.731682497988807,45.585603754285,4.4695154240465306e+18,270.918091498167,3.80087987497671,1.89392,12.0455,13.15,0.021,12.543,0.137,11.447,0.027,11.21,0.031,11.16,0.03,12.4542,0.00023,12.7675,0.001787,11.9861,0.001092,10.929,0.021,10.951,0.019,11.101,0.161,8.418,,Theia73,21.87761623949552,Kounkel2020,6468.0,1.34295,1.32,[30],1,,,,,,,,,0,,0,,0,,0
125347155,102.32929922807536,2.80455173230897,17.785187160961684,17.695157175061155,3.052422472614223e+18,105.553354687398,-7.69046457867866,0.889276,13.7213,14.776,0.052,14.103,0.103,13.13,0.032,12.835,0.034,12.781,0.032,14.1576,0.000305,14.493,0.002523,13.6566,0.001305,,,,,,,,,Theia2471,102.32929922807536,Kounkel2020,6488.0,1.35267,1.33,[2],1,,,,,,,,,0,,0,,0,,0
18246155,549.5408738576248,2.123542126929008,4.961768057519763,19.19837113409602,4.470338477224216e+18,272.189652639888,4.17902580211166,0.753596,15.7741,17.877,0.045,16.7118,0.046,14.811,0.028,14.326,0.045,14.307,0.063,16.4143,0.000914,16.9719,0.006819,15.7203,0.003697,14.205,0.03,14.269,0.049,11.875,,8.911,,Theia5158,549.5408738576248,Kounkel2020,5009.0,0.932734,0.83,[30],1,,,,,,,,,0,,0,,0,,0
302865074,338.8441561392021,2.5750038210067108,10.625264910566829,16.50220755612229,3.3291945932715786e+18,94.6860604621288,10.2062966382172,0.456107,14.3191,15.792,0.02,15.01,0.08,13.401,0.027,13.222,0.025,13.058,0.039,14.8589,0.000504,15.2735,0.004911,14.2281,0.002241,12.942,0.023,12.976,0.028,12.199,,8.987,,Theia4212,338.8441561392021,Kounkel2020,6679.0,2.25667,1.41,[28],1,,,,,,,,,0,,0,,0,,0
434288202,54.954087385762485,2.9402181592987446,22.095903453997533,75.51763096827493,3.3319492134975104e+18,93.369214078197,12.3673259008671,5.18463,16.1863,,,,,14.348,0.03,13.755,0.03,13.538,0.039,17.6029,0.002172,19.3805,0.146816,16.2876,0.005435,13.315,0.026,13.136,0.03,11.975,,8.886,,Theia116,54.954087385762485,Kounkel2020,3139.0,0.296981,0.273177,"[13, 28]",2,,,,,,,,,0,,0,,0,,0
378106612,61.65950018614822,1.3813007254869725,3.0338027638593026,3.454306072909138,5.976544470969097e+18,256.565072817367,-36.7817114774775,1.32204,15.9399,18.97,0.192,17.4104,0.0464,14.693,0.061,14.02,0.072,13.79,0.054,16.8318,0.000829,17.6513,0.010466,15.8713,0.00391,,,,,,,,,Theia195,61.65950018614822,Kounkel2020,4568.0,0.760506,0.72,[22],1,,,,,,,,,0,,0,,0,,0
177409015,30.90295432513592,0.9873559719533752,0.8744744228755363,6.596575927373067,3.051219641251196e+18,106.790204249183,-9.18968080765486,0.293519,16.1708,18.051,0.118,17.1915,0.0462,15.137,0.044,14.748,0.049,14.364,0.088,16.8583,0.001025,17.4456,0.011282,16.1153,0.00412,14.56,0.035,14.585,0.062,12.611,,8.872,,UBC_218,30.90295432513592,Cantat-Gaudin2020,5925.0,1.7948,1.08,[2],1,,,,,,,,,0,,0,,0,,0
33366458,41.68693834703355,1.8132671903347828,9.444640395023251,5.847954469058086,3.107784596759652e+18,106.014888665745,-3.92405215627978,0.494245,15.4459,,,16.0719,0.046,14.722,0.054,14.381,0.063,14.271,0.069,15.9109,0.000949,16.2581,0.008078,15.3677,0.003953,,,,,,,,,Theia1925,41.68693834703355,Kounkel2020,6243.0,1.12802,1.21,[25],1,,,,,,,,,0,,0,,0,,0
432521997,91.20108393559096,1.132587416860348,1.4271490689259738,1.0570181855937324,4.10437682091778e+18,277.521715635672,-13.8347090715798,0.476232,15.6326,17.84,0.116,16.7755,0.0463,14.397,0.049,13.909,0.058,13.813,0.073,16.382,0.001418,16.9812,0.009024,15.5277,0.007363,,,,,,,,,Theia2355,91.20108393559096,Kounkel2020,5751.0,1.7041,1.03,"[6, 18]",2,,,,,,,,,0,,0,,0,,0
276664229,10.0,2.056706002123061,4.193787837286837,96.85460639312164,3.017279538374665e+18,84.34771245,-5.723133181,2.52995,14.7578,18.947,0.165,16.861,1.133,13.09,0.022,12.453,0.021,12.245,0.021,15.8923,0.001626,17.1906,0.014619,14.7378,0.003836,12.112,0.026,11.953,0.025,11.081,,7.648,0.196,OSFC,10.0,roquette25,3792.0,1.02265,0.58,[0],1,,,,,,,,,0,,0,,0,,0
361197789,426.5795188015934,2.275085298330909,5.961852432853003,17.97152430626466,1.825854614063849e+18,296.232496880103,20.8967872346903,1.05486,14.2111,16.998,0.07,15.294,0.183,13.197,0.038,12.845,0.065,12.68,0.052,14.9439,0.000305,15.5891,0.002308,14.1689,0.001062,,,,,,,,,Theia1046,426.5795188015934,Kounkel2020,5825.0,1.44425,1.05,[10],1,,,,,,,,,0,,0,,0,,0
427347661,10.0,1.8452376881216253,2.367634896780848,85.58313601405543,3.217621101086896e+18,83.42877337,-1.254042637,2.20473,15.8907,20.469,0.163,19.78,0.2,14.154,0.028,13.527,0.038,13.255,0.037,17.2264,0.002864,18.7742,0.04648,15.9697,0.007545,13.18,0.035,13.009,0.041,12.473,,8.728,,OSFC,10.0,roquette25,3277.0,0.613529,0.598989,[1],1,,,,,,,,,0,,0,,0,,0
279991360,22.387211385683376,3.147037816062347,26.936910967138683,9.381161118830637,3.1005793295610173e+18,100.544276416124,-5.61415236786061,4.27846,10.536,11.82,0.198,11.3,0.014,10.06,0.026,9.789,0.026,9.709,0.019,10.9336,0.001157,11.2459,0.00444,10.4902,0.003123,9.622,0.024,9.645,0.021,9.624,0.05,8.733,0.421,Theia55,22.387211385683376,Kounkel2020,6139.0,1.19475,1.163,[27],1,,,,,,,,,0,,0,,0,,0
223234896,154.88166189124794,2.718057707631339,13.996292626316231,26.35566590078536,4.119581005176624e+18,268.721727082355,-18.9230687528741,1.27257,13.7624,15.601,0.026,14.813,0.114,12.836,0.028,12.514,0.027,12.35,0.023,14.3903,0.000402,14.9191,0.002554,13.7069,0.001889,,,,,,,,,Theia653,154.88166189124794,Kounkel2020,5770.0,1.27711,1.03,[11],1,,,,,,,,,0,,0,,0,,0
109624635,57.54399373371567,2.415800364565715,7.653543929250312,3.241568253322888,4.097464534872571e+18,273.500773089258,-17.0711089672683,0.699022,13.4657,14.853,0.032,14.19,0.103,12.664,0.022,12.437,0.023,12.312,0.026,13.9621,0.000357,14.3586,0.002373,13.4037,0.000895,,,,,,,,,Theia2055,57.54399373371567,Kounkel2020,6439.0,2.09717,1.3,[33],1,3.241568253322888,2.415800364565715,0.00011104294985161274,0.004486053041232347,0.003977417764883933,77.20228790670396,9.254779679325711,0.28601081840241893,0,0.9973322730079737,0,,0,,0
168568399,426.5795188015934,1.1887782416370325,1.7064310223818138,73.3493032982202,4.278301590252244e+18,275.436248864931,3.87424864626251,0.480255,16.5173,18.005,0.088,17.5816,0.0462,15.359,0.061,14.948,0.09,15.285,0.162,17.2258,0.001305,17.8442,0.010963,16.4665,0.004404,,,,,,,,,Theia4640,426.5795188015934,Kounkel2020,5315.0,1.10492,0.92,[30],1,,,,,,,,,0,,0,,0,,0
61679510,144.5439770745928,2.1255017664935023,4.797484645611474,21.45794996575953,3.048446226250556e+18,109.34864890408,-9.17359324053362,0.387341,16.3217,17.758,0.067,17.1023,0.046,15.385,0.056,15.163,0.091,15.04,0.169,16.8786,0.000895,17.3109,0.007181,16.2396,0.00718,14.983,0.043,15.1,0.088,12.508,,8.755,,Theia2842,144.5439770745928,Kounkel2020,6022.0,1.0839,1.11,[2],1,,,,,,,,,0,,0,,0,,0
235157291,141.25375446227554,2.422421724785664,8.31072243527802,42.41575736062769,3.1333295890628823e+18,102.291179532827,7.78984646014101,0.419715,15.4872,16.549,0.079,15.8,0.378,14.817,0.048,14.537,0.063,14.614,0.101,15.8996,0.000725,16.2103,0.012233,15.4174,0.004787,14.554,0.034,14.723,0.066,12.313,,8.891,,Theia2812,141.25375446227554,Kounkel2020,6696.0,1.17747,1.42,[15],1,,,,,,,,,0,,0,,0,,0
268693463,141.25375446227554,1.518041693192545,4.434883295573237,32.060771210014146,3.1125764101689866e+18,105.266657105021,-0.788142503074903,0.340979,14.7306,15.937,0.048,15.325,0.08,13.987,0.049,13.727,0.043,13.626,0.042,15.2175,0.00062,15.5984,0.003023,14.6608,0.002121,,,,,,,,,Theia2826,141.25375446227554,Kounkel2020,6532.0,2.25305,1.35,[25],1,32.060771210014146,1.518041693192545,3.798935484384255e-05,0.011588491087899435,0.011424540838475371,353.07326066098545,0.9357229682182295,0.4218148517171949,0,0.08487351619807673,0,,0,,0
34109688,562.3413251903492,2.09501265881884,18.23163463332788,33.37694189091424,4.203991607977291e+18,283.804346998998,-8.13419655564109,0.829252,15.3794,17.002,0.051,16.35,0.389,14.375,0.036,13.902,0.043,13.911,0.059,16.0395,0.001037,16.5828,0.006711,15.2924,0.005397,13.814,0.048,14.086,0.086,12.198,,8.456,,Theia5205,562.3413251903492,Kounkel2020,5027.0,1.04318,0.84,[19],1,,,,,,,,,0,,0,,0,,0
110782359,1258.9254117941662,2.351302113399361,7.324679315760355,9.996189017789792,4.145758762084468e+18,273.719417210387,-15.7603919442207,0.720355,14.6211,16.278,0.048,15.374,0.092,13.792,0.032,13.47,0.031,13.507,0.077,15.1898,0.000713,15.6488,0.002717,14.5543,0.002357,,,,,,,,,Theia6816,1258.9254117941662,Kounkel2020,5923.0,1.3649,1.08,[33],1,,,,,,,,,0,,0,,0,,0
326645009,363.0780547701018,1.4890583672445945,4.099171151230746,5.167566905384585,4.262518066511091e+18,286.876028881863,-1.08959367004885,0.352367,14.9003,16.396,0.114,15.893,0.137,13.802,0.029,13.428,0.042,13.276,0.037,15.6229,0.000637,16.2509,0.004921,14.8508,0.002328,,,,,,,,,Theia4316,363.0780547701018,Kounkel2020,5979.0,2.9249,1.1,[31],1,,,,,,,,,0,,0,,0,,0
755863722,61.65950018614822,2.084819675133865,3.942304974667648,31.35371377638745,3.100558404478325e+18,100.402067146351,-5.80373563610194,0.877917,13.4371,,,14.0047,0.046,,,,,,,13.8648,0.000547,14.1649,0.00984,13.3442,0.007633,,,,,,,,,UBC_216,61.65950018614822,Cantat-Gaudin2020,6561.0,1.54427,1.36,"[3, 27]",2,,,,,,,,,0,,0,,0,,0
176926703,93.32543007969906,3.004455671270497,24.43859802461717,43.71550735112916,4.0966728522334986e+18,276.832179360973,-17.5460999464373,1.28155,13.4843,14.933,0.034,14.299,0.115,12.668,0.031,12.358,0.046,12.253,0.046,14.005,0.000426,14.4158,0.002543,13.4146,0.001251,11.812,0.033,12.048,0.045,12.159,,8.788,,Theia351,93.32543007969906,Kounkel2020,6284.0,1.19945,1.23,[33],1,,,,,,,,,0,,0,,0,,0
237563867,114.8153621496884,1.43605176782658,3.5410683389291187,3.488812639860417,3.113975263837863e+18,103.19398615602,0.755201765848674,1.10565,13.0484,13.997,0.092,13.407,0.069,12.571,0.024,12.353,0.027,12.329,0.024,13.3872,0.000373,13.6365,0.001615,12.9873,0.001206,12.239,0.023,12.28,0.024,12.245,,9.001,,Theia294,114.8153621496884,Kounkel2020,6815.0,1.29024,1.47,[25],1,,,,,,,,,0,,0,,0,,0
432992103,151.3561248436207,2.0076397107894897,14.952596252116518,21.452211420872864,4.104788240079711e+18,278.173007751719,-13.4012953838174,0.361823,15.0316,,,16.187,0.16,14.06,0.045,13.73,0.056,13.665,0.058,15.6471,0.000957,16.1212,0.006743,14.9295,0.007293,,,,,,,,,Theia2918,151.3561248436207,Kounkel2020,6459.0,2.26599,1.31,"[6, 18]",2,,,,,,,,,0,,0,,0,,0
31993308,107.15193052376048,1.8037193732414485,9.227317756928278,16.372852996735084,4.203475288569511e+18,283.055681313755,-8.7906404957152,1.62979,16.0751,20.218,0.169,17.6977,0.05,14.726,0.053,14.078,0.07,13.953,0.068,17.0512,0.001143,17.9683,0.029361,16.0824,0.007237,13.808,0.04,14.179,0.07,12.123,,8.672,,Theia291,107.15193052376048,Kounkel2020,3877.0,0.603874,0.591238,[19],1,,,,,,,,,0,,0,,0,,0
41023780,331.1311214825908,1.483766640073359,4.040283460646182,6.929904281645384,5.978183636650834e+18,256.271427810686,-34.3514692080616,0.830048,16.003,19.295,0.176,17.2131,0.0464,14.844,0.073,14.434,0.055,14.263,0.072,16.7814,0.000761,17.4577,0.011745,15.9312,0.006194,,,,,,,,,Theia4164,331.1311214825908,Kounkel2020,4994.0,0.941806,0.83,[22],1,,,,,,,,,0,,0,,0,,0
395480829,549.5408738576248,2.5463141273958314,11.564609856034076,71.8753867589395,4.314150892067544e+18,287.351710862583,13.4910221779873,0.359296,15.4261,17.099,0.07,16.51,0.675,14.489,0.031,14.302,0.04,14.13,0.078,16.0946,0.000442,16.6601,0.003457,15.3664,0.00177,,,,,,,,,Theia5147,549.5408738576248,Kounkel2020,6198.0,2.06747,1.19,[9],1,,,,,,,,,0,,0,,0,,0
1651586778,79.43282347242821,2.3560121582555853,7.531699418631092,13.446955018914156,4.104584108879225e+18,278.619024844439,-13.622386334745,0.620488,15.5338,,,16.4881,0.0467,,,,,,,16.1862,0.000791,16.7053,0.019321,15.4437,0.006238,,,,,,,,,Theia2265,79.43282347242821,Kounkel2020,5641.0,1.1965,1.0,"[6, 18]",2,,,,,,,,,0,,0,,0,,0
88924433,213.79620895022325,1.4833310862957685,4.035468838993664,27.367421493781546,3.34873838239378e+18,89.3473230350347,15.5985492528894,0.683474,15.9687,17.339,0.051,16.448,1.133,15.076,0.036,14.657,0.047,14.68,0.095,16.5182,0.000883,16.9334,0.026974,15.8759,0.00526,14.592,0.032,14.675,0.068,12.513,,8.799,,Theia3390,213.79620895022325,Kounkel2020,5616.0,0.770016,0.99,[16],1,,,,,,,,,0,,0,,0,,0
390704071,75.85775750291836,2.437021608916684,8.791705754714537,8.886874977547556,1.827810576514704e+18,296.902767246075,22.5239795649532,1.19189,14.6442,17.992,0.167,15.762,0.149,13.563,0.024,12.979,0.029,12.82,0.024,15.4407,0.000371,16.1608,0.003362,14.6033,0.001683,12.825,0.029,13.004,0.032,12.401,,8.853,,Theia2229,75.85775750291836,Kounkel2020,5129.0,1.23072,0.86,[10],1,,,,,,,,,0,,0,,0,,0
